question,document_identifier,question_identifier
Are alcohol manufacturing permitted in a FI3 zoning district?,id17,qid628
Are cotton gins allowed in a FI3 zoning district?,id17,qid629
Are cotton gins permitted in a FI3 zoning district?,id17,qid630
Are paper manufacturing allowed in a FI3 zoning district?,id17,qid631
Are paper manufacturing permitted in a FI3 zoning district?,id17,qid632
Are quarries allowed in a FI3 zoning district?,id17,qid633
Are quarries permitted in a FI3 zoning district?,id17,qid634
Are salt works allowed in a FI3 zoning district?,id17,qid635
Are salt works permitted in a FI3 zoning district?,id17,qid636
Are petroleum refining allowed in a FI3 zoning district?,id17,qid637
Are petroleum refining permitted in a FI3 zoning district?,id17,qid638
What is the minimum lot size in the R1b zoning district?,id17,qid639
What is the maximum density in the R1b zoning district?,id17,qid640
What is the minimum lot width in the R1b zoning district?,id17,qid641
What is the minimum lot depth in the R1b zoning district?,id17,qid642
What is the minimum front setback in the R1b zoning district?,id17,qid643
What is the minimum side setback in the R1b zoning district?,id17,qid644
What is the minimum rear setback in the R1b zoning district?,id17,qid645
What is the maximum building height in the R1b zoning district?,id17,qid646
What is the minimum lot size in the C2 zoning district?,id17,qid647
What is the maximum density in the C2 zoning district?,id17,qid648
What is the minimum lot width in the C2 zoning district?,id17,qid649
What is the minimum lot depth in the C2 zoning district?,id17,qid650
What is the minimum front setback in the C2 zoning district?,id17,qid651
What is the minimum side setback in the C2 zoning district?,id17,qid652
What is the minimum rear setback in the C2 zoning district?,id17,qid653
What is the maximum building height in the C2 zoning district?,id17,qid654
What is the minimum lot size in the A1 zoning district?,id17,qid655
What is the maximum density in the A1 zoning district?,id17,qid656
What is the minimum lot width in the A1 zoning district?,id17,qid657
What is the minimum lot depth in the A1 zoning district?,id17,qid658
What is the minimum front setback in the A1 zoning district?,id17,qid659
What is the minimum side setback in the A1 zoning district?,id17,qid660
What is the minimum rear setback in the A1 zoning district?,id17,qid661
What is the maximum building height in the A1 zoning district?,id17,qid662
What is the minimum lot size in the R3a zoning district?,id17,qid663
What is the maximum density in the R3a zoning district?,id17,qid664
What is the minimum lot width in the R3a zoning district?,id17,qid665
What is the minimum lot depth in the R3a zoning district?,id17,qid666
What is the minimum front setback in the R3a zoning district?,id17,qid667
What is the minimum side setback in the R3a zoning district?,id17,qid668
What is the minimum rear setback in the R3a zoning district?,id17,qid669
What is the maximum building height in the R3a zoning district?,id17,qid670
What is the minimum lot size in the A2 zoning district?,id17,qid671
What is the maximum density in the A2 zoning district?,id17,qid672
What is the minimum lot width in the A2 zoning district?,id17,qid673
What is the minimum lot depth in the A2 zoning district?,id17,qid674
What is the minimum front setback in the A2 zoning district?,id17,qid675
What is the minimum side setback in the A2 zoning district?,id17,qid676
What is the minimum rear setback in the A2 zoning district?,id17,qid677
What is the maximum building height in the A2 zoning district?,id17,qid678
What is the minimum lot size in the R1c zoning district?,id17,qid679
What is the maximum density in the R1c zoning district?,id17,qid680
What is the minimum lot width in the R1c zoning district?,id17,qid681
What is the minimum lot depth in the R1c zoning district?,id17,qid682
What is the minimum front setback in the R1c zoning district?,id17,qid683
What is the minimum side setback in the R1c zoning district?,id17,qid684
What is the minimum rear setback in the R1c zoning district?,id17,qid685
What is the maximum building height in the R1c zoning district?,id17,qid686
What is the minimum lot size in the R1d zoning district?,id17,qid687
What is the maximum density in the R1d zoning district?,id17,qid688
What is the minimum lot width in the R1d zoning district?,id17,qid689
What is the minimum lot depth in the R1d zoning district?,id17,qid690
What is the minimum front setback in the R1d zoning district?,id17,qid691
What is the minimum side setback in the R1d zoning district?,id17,qid692
What is the minimum rear setback in the R1d zoning district?,id17,qid693
What is the maximum building height in the R1d zoning district?,id17,qid694
What is the minimum lot size in the C4 zoning district?,id17,qid695
What is the maximum density in the C4 zoning district?,id17,qid696
What is the minimum lot width in the C4 zoning district?,id17,qid697
What is the minimum lot depth in the C4 zoning district?,id17,qid698
What is the minimum front setback in the C4 zoning district?,id17,qid699
What is the minimum side setback in the C4 zoning district?,id17,qid700
What is the minimum rear setback in the C4 zoning district?,id17,qid701
What is the maximum building height in the C4 zoning district?,id17,qid702
What is the minimum lot size in the C1 zoning district?,id17,qid703
What is the maximum density in the C1 zoning district?,id17,qid704
What is the minimum lot width in the C1 zoning district?,id17,qid705
What is the minimum lot depth in the C1 zoning district?,id17,qid706
What is the minimum front setback in the C1 zoning district?,id17,qid707
What is the minimum side setback in the C1 zoning district?,id17,qid708
What is the minimum rear setback in the C1 zoning district?,id17,qid709
What is the maximum building height in the C1 zoning district?,id17,qid710
What is the minimum lot size in the FI1 zoning district?,id17,qid711
What is the maximum density in the FI1 zoning district?,id17,qid712
What is the minimum lot width in the FI1 zoning district?,id17,qid713
What is the minimum lot depth in the FI1 zoning district?,id17,qid714
What is the minimum front setback in the FI1 zoning district?,id17,qid715
What is the minimum side setback in the FI1 zoning district?,id17,qid716
What is the minimum rear setback in the FI1 zoning district?,id17,qid717
What is the maximum building height in the FI1 zoning district?,id17,qid718
What is the minimum lot size in the R1a zoning district?,id17,qid719
What is the maximum density in the R1a zoning district?,id17,qid720
What is the minimum lot width in the R1a zoning district?,id17,qid721
What is the minimum lot depth in the R1a zoning district?,id17,qid722
What is the minimum front setback in the R1a zoning district?,id17,qid723
What is the minimum side setback in the R1a zoning district?,id17,qid724
What is the minimum rear setback in the R1a zoning district?,id17,qid725
What is the maximum building height in the R1a zoning district?,id17,qid726
What is the minimum lot size in the FI2 zoning district?,id17,qid727
What is the maximum density in the FI2 zoning district?,id17,qid728
What is the minimum lot width in the FI2 zoning district?,id17,qid729
What is the minimum lot depth in the FI2 zoning district?,id17,qid730
What is the minimum front setback in the FI2 zoning district?,id17,qid731
What is the minimum side setback in the FI2 zoning district?,id17,qid732
What is the minimum rear setback in the FI2 zoning district?,id17,qid733
What is the maximum building height in the FI2 zoning district?,id17,qid734
What is the minimum lot size in the FI3 zoning district?,id17,qid735
What is the maximum density in the FI3 zoning district?,id17,qid736
What is the minimum lot width in the FI3 zoning district?,id17,qid737
What is the minimum lot depth in the FI3 zoning district?,id17,qid738
What is the minimum front setback in the FI3 zoning district?,id17,qid739
What is the minimum side setback in the FI3 zoning district?,id17,qid740
What is the minimum rear setback in the FI3 zoning district?,id17,qid741
What is the maximum building height in the FI3 zoning district?,id17,qid742
What is the minimum lot size in the R2a zoning district?,id17,qid743
What is the maximum density in the R2a zoning district?,id17,qid744
What is the minimum lot width in the R2a zoning district?,id17,qid745
What is the minimum lot depth in the R2a zoning district?,id17,qid746
What is the minimum front setback in the R2a zoning district?,id17,qid747
What is the minimum side setback in the R2a zoning district?,id17,qid748
What is the minimum rear setback in the R2a zoning district?,id17,qid749
What is the maximum building height in the R2a zoning district?,id17,qid750
What is the minimum lot size in the C3 zoning district?,id17,qid751
What is the maximum density in the C3 zoning district?,id17,qid752
What is the minimum lot width in the C3 zoning district?,id17,qid753
What is the minimum lot depth in the C3 zoning district?,id17,qid754
What is the minimum front setback in the C3 zoning district?,id17,qid755
What is the minimum side setback in the C3 zoning district?,id17,qid756
What is the minimum rear setback in the C3 zoning district?,id17,qid757
What is the maximum building height in the C3 zoning district?,id17,qid758
What is the minimum lot size in the A3 zoning district?,id17,qid759
What is the maximum density in the A3 zoning district?,id17,qid760
What is the minimum lot width in the A3 zoning district?,id17,qid761
What is the minimum lot depth in the A3 zoning district?,id17,qid762
What is the minimum front setback in the A3 zoning district?,id17,qid763
What is the minimum side setback in the A3 zoning district?,id17,qid764
What is the minimum rear setback in the A3 zoning district?,id17,qid765
What is the maximum building height in the A3 zoning district?,id17,qid766
What is the minimum lot size in the R3b zoning district?,id17,qid767
What is the maximum density in the R3b zoning district?,id17,qid768
What is the minimum lot width in the R3b zoning district?,id17,qid769
What is the minimum lot depth in the R3b zoning district?,id17,qid770
What is the minimum front setback in the R3b zoning district?,id17,qid771
What is the minimum side setback in the R3b zoning district?,id17,qid772
What is the minimum rear setback in the R3b zoning district?,id17,qid773
What is the maximum building height in the R3b zoning district?,id17,qid774
What is the minimum lot size in the R2b zoning district?,id17,qid775
What is the maximum density in the R2b zoning district?,id17,qid776
What is the minimum lot width in the R2b zoning district?,id17,qid777
What is the minimum lot depth in the R2b zoning district?,id17,qid778
What is the minimum front setback in the R2b zoning district?,id17,qid779
What is the minimum side setback in the R2b zoning district?,id17,qid780
What is the minimum rear setback in the R2b zoning district?,id17,qid781
What is the maximum building height in the R2b zoning district?,id17,qid782
Is the minimum lot size for a property in the R1a zoning district 35000 square feet?,id17,qid783
Is the maximum density for a property in the R1a zoning district 1 dwelling units per acre?,id17,qid784
Is the minimum lot width for a property in the R1a zoning district 125 feet?,id17,qid785
Is the minimum lot depth for a property in the R1a zoning district 150 feet?,id17,qid786
Is the minimum front setback for a property in the R1a zoning district 25 feet?,id17,qid787
Is the minimum side setback for a property in the R1a zoning district 10 feet?,id17,qid788
Is the minimum rear setback for a property in the R1a zoning district 30 feet?,id17,qid789
Is the maximum building height for a property in the R1a zoning district 35 feet?,id17,qid790
Is the minimum lot size for a property in the R1b zoning district 20000 square feet?,id17,qid791
Is the maximum density for a property in the R1b zoning district 2 dwelling units per acre?,id17,qid792
Is the minimum lot width for a property in the R1b zoning district 100 feet?,id17,qid793
Is the minimum lot depth for a property in the R1b zoning district 125 feet?,id17,qid794
Is the minimum front setback for a property in the R1b zoning district 20 feet?,id17,qid795
Is the minimum side setback for a property in the R1b zoning district 10 feet?,id17,qid796
Is the minimum rear setback for a property in the R1b zoning district 25 feet?,id17,qid797
Is the maximum building height for a property in the R1b zoning district 35 feet?,id17,qid798
Is the minimum lot size for a property in the R1c zoning district 10000 square feet?,id17,qid799
Is the maximum density for a property in the R1c zoning district 4 dwelling units per acre?,id17,qid800
Is the minimum lot width for a property in the R1c zoning district 75 feet?,id17,qid801
Is the minimum lot depth for a property in the R1c zoning district 100 feet?,id17,qid802
Is the minimum front setback for a property in the R1c zoning district 20 feet?,id17,qid803
Is the minimum side setback for a property in the R1c zoning district 5 feet?,id17,qid804
Is the minimum rear setback for a property in the R1c zoning district 25 feet?,id17,qid805
Is the maximum building height for a property in the R1c zoning district 35 feet?,id17,qid806
Is the minimum lot size for a property in the R1d zoning district 6000 square feet?,id17,qid807
Is the maximum density for a property in the R1d zoning district 6 dwelling units per acre?,id17,qid808
Is the minimum lot width for a property in the R1d zoning district 60 feet?,id17,qid809
Is the minimum lot depth for a property in the R1d zoning district 90 feet?,id17,qid810
Is the minimum front setback for a property in the R1d zoning district 15 feet?,id17,qid811
Is the minimum side setback for a property in the R1d zoning district 5 feet?,id17,qid812
Is the minimum rear setback for a property in the R1d zoning district 20 feet?,id17,qid813
Is the maximum building height for a property in the R1d zoning district 35 feet?,id17,qid814
Is the minimum lot size for a property in the R2a zoning district 10000 square feet?,id17,qid815
Is the maximum density for a property in the R2a zoning district 4 dwelling units per acre?,id17,qid816
Is the minimum lot width for a property in the R2a zoning district 60 feet?,id17,qid817
Is the minimum lot depth for a property in the R2a zoning district 70 feet?,id17,qid818
Is the minimum front setback for a property in the R2a zoning district 20 feet?,id17,qid819
Is the minimum side setback for a property in the R2a zoning district 5 feet?,id17,qid820
Is the minimum rear setback for a property in the R2a zoning district 20 feet?,id17,qid821
Is the maximum building height for a property in the R2a zoning district 35 feet?,id17,qid822
Is the minimum lot size for a property in the R2b zoning district 6000 square feet?,id17,qid823
Is the maximum density for a property in the R2b zoning district 6 dwelling units per acre?,id17,qid824
Is the minimum lot width for a property in the R2b zoning district 60 feet?,id17,qid825
Is the minimum lot depth for a property in the R2b zoning district 70 feet?,id17,qid826
Is the minimum front setback for a property in the R2b zoning district 15 feet?,id17,qid827
Is the minimum side setback for a property in the R2b zoning district 5 feet?,id17,qid828
Is the minimum rear setback for a property in the R2b zoning district 20 feet?,id17,qid829
Is the maximum building height for a property in the R2b zoning district 35 feet?,id17,qid830
Is the minimum lot size for a property in the R3a zoning district 6000 square feet?,id17,qid831
Is the maximum density for a property in the R3a zoning district 8 dwelling units per acre?,id17,qid832
Is the minimum lot width for a property in the R3a zoning district 60 feet?,id17,qid833
Is the minimum lot depth for a property in the R3a zoning district 70 feet?,id17,qid834
Is the minimum front setback for a property in the R3a zoning district 15 feet?,id17,qid835
Is the minimum side setback for a property in the R3a zoning district 5 feet?,id17,qid836
Is the minimum rear setback for a property in the R3a zoning district 20 feet?,id17,qid837
Is the maximum building height for a property in the R3a zoning district 35 feet?,id17,qid838
Is the minimum lot size for a property in the R3b zoning district 6000 square feet?,id17,qid839
Is the maximum density for a property in the R3b zoning district 12 dwelling units per acre?,id17,qid840
Is the minimum lot width for a property in the R3b zoning district 60 feet?,id17,qid841
Is the minimum lot depth for a property in the R3b zoning district 70 feet?,id17,qid842
Is the minimum front setback for a property in the R3b zoning district 15 feet?,id17,qid843
Is the minimum side setback for a property in the R3b zoning district 5 feet?,id17,qid844
Is the minimum rear setback for a property in the R3b zoning district 20 feet?,id17,qid845
Is the maximum building height for a property in the R3b zoning district 35 feet?,id17,qid846
Is the minimum lot size for a property in the C1 zoning district 6000 square feet?,id17,qid847
Is the maximum density for a property in the C1 zoning district 12 units per acre?,id17,qid848
Is the minimum lot width for a property in the C1 zoning district 30 feet?,id17,qid849
Is the minimum lot depth for a property in the C1 zoning district 70 feet?,id17,qid850
Is the minimum front setback for a property in the C1 zoning district 0 feet?,id17,qid851
Is the minimum side setback for a property in the C1 zoning district 0 feet?,id17,qid852
Is the minimum rear setback for a property in the C1 zoning district 0 feet?,id17,qid853
Is the maximum building height for a property in the C1 zoning district 30 feet?,id17,qid854
Is the minimum lot width for a property in the C2 zoning district 30 feet?,id17,qid855
Is the minimum lot depth for a property in the C2 zoning district 70 feet?,id17,qid856
Is the minimum front setback for a property in the C2 zoning district 0 feet?,id17,qid857
Is the minimum side setback for a property in the C2 zoning district 0 feet?,id17,qid858
Is the minimum rear setback for a property in the C2 zoning district 0 feet?,id17,qid859
Is the maximum building height for a property in the C2 zoning district 40 feet?,id17,qid860
Is the minimum lot width for a property in the C3 zoning district 75 feet?,id17,qid861
Is the minimum lot depth for a property in the C3 zoning district 100 feet?,id17,qid862
Is the minimum front setback for a property in the C3 zoning district 0 feet?,id17,qid863
Is the minimum side setback for a property in the C3 zoning district 0 feet?,id17,qid864
Is the minimum rear setback for a property in the C3 zoning district 0 feet?,id17,qid865
Is the maximum building height for a property in the C3 zoning district 50 feet?,id17,qid866
Is the minimum lot width for a property in the C4 zoning district 75 feet?,id17,qid867
Is the minimum lot depth for a property in the C4 zoning district 100 feet?,id17,qid868
Is the minimum front setback for a property in the C4 zoning district 0 feet?,id17,qid869
Is the minimum side setback for a property in the C4 zoning district 0 feet?,id17,qid870
Is the minimum rear setback for a property in the C4 zoning district 0 feet?,id17,qid871
Is the maximum building height for a property in the C4 zoning district 50 feet?,id17,qid872
Is the minimum lot width for a property in the FI1 zoning district 50 feet?,id17,qid873
Is the minimum lot depth for a property in the FI1 zoning district 75 feet?,id17,qid874
Is the minimum front setback for a property in the FI1 zoning district 0 feet?,id17,qid875
Is the minimum side setback for a property in the FI1 zoning district 0 feet?,id17,qid876
Is the minimum rear setback for a property in the FI1 zoning district 0 feet?,id17,qid877
Is the maximum building height for a property in the FI1 zoning district 60 feet?,id17,qid878
Is the minimum lot width for a property in the FI2 zoning district 75 feet?,id17,qid879
Is the minimum lot depth for a property in the FI2 zoning district 100 feet?,id17,qid880
Is the minimum front setback for a property in the FI2 zoning district 0 feet?,id17,qid881
Is the minimum side setback for a property in the FI2 zoning district 0 feet?,id17,qid882
Is the minimum rear setback for a property in the FI2 zoning district 0 feet?,id17,qid883
Is the maximum building height for a property in the FI2 zoning district 80 feet?,id17,qid884
Is the minimum lot width for a property in the FI3 zoning district 100 feet?,id17,qid885
Is the minimum lot depth for a property in the FI3 zoning district 150 feet?,id17,qid886
Is the minimum front setback for a property in the FI3 zoning district 0 feet?,id17,qid887
Is the minimum side setback for a property in the FI3 zoning district 0 feet?,id17,qid888
Is the minimum rear setback for a property in the FI3 zoning district 0 feet?,id17,qid889
Is the maximum building height for a property in the FI3 zoning district 80 feet?,id17,qid890
Is the minimum lot size for a property in the A1 zoning district 20 acre?,id17,qid891
Is the maximum density for a property in the A1 zoning district 20 acres per dwelling unit?,id17,qid892
Is the minimum lot width for a property in the A1 zoning district 600 feet?,id17,qid893
Is the minimum lot depth for a property in the A1 zoning district 600 feet?,id17,qid894
Is the minimum front setback for a property in the A1 zoning district 30 feet?,id17,qid895
Is the minimum side setback for a property in the A1 zoning district 15 feet?,id17,qid896
Is the minimum rear setback for a property in the A1 zoning district 60 feet?,id17,qid897
Is the maximum building height for a property in the A1 zoning district 35 feet?,id17,qid898
Is the minimum lot size for a property in the A2 zoning district 10 acre?,id17,qid899
Is the maximum density for a property in the A2 zoning district 10 acres per dwelling unit?,id17,qid900
Is the minimum lot width for a property in the A2 zoning district 400 feet?,id17,qid901
Is the minimum lot depth for a property in the A2 zoning district 400 feet?,id17,qid902
Is the minimum front setback for a property in the A2 zoning district 30 feet?,id17,qid903
Is the minimum side setback for a property in the A2 zoning district 15 feet?,id17,qid904
Is the minimum rear setback for a property in the A2 zoning district 60 feet?,id17,qid905
Is the maximum building height for a property in the A2 zoning district 35 feet?,id17,qid906
Is the minimum lot size for a property in the A3 zoning district 5 acre?,id17,qid907
Is the maximum density for a property in the A3 zoning district 5 acres per dwelling unit?,id17,qid908
Is the minimum lot width for a property in the A3 zoning district 250 feet?,id17,qid909
Is the minimum lot depth for a property in the A3 zoning district 250 feet?,id17,qid910
Is the minimum front setback for a property in the A3 zoning district 30 feet?,id17,qid911
Is the minimum side setback for a property in the A3 zoning district 15 feet?,id17,qid912
Is the minimum rear setback for a property in the A3 zoning district 60 feet?,id17,qid913
Is the maximum building height for a property in the A3 zoning district 35 feet?,id17,qid914
Are regional recycling center permitted?,id17,qid915
Are regional recycling center allowed?,id17,qid916
Are public utility stations permitted?,id17,qid917
Are public utility stations allowed?,id17,qid918
Are liquid fertilizer manufacturing permitted?,id17,qid919
Are liquid fertilizer manufacturing allowed?,id17,qid920
Are group care facilities permitted?,id17,qid921
Are group care facilities allowed?,id17,qid922
Are paper manufacturing permitted?,id17,qid923
Are paper manufacturing allowed?,id17,qid924
Are mortuary and funeral homes permitted?,id17,qid925
Are mortuary and funeral homes allowed?,id17,qid926
Are product distribution centers permitted?,id17,qid927
Are product distribution centers allowed?,id17,qid928
Are commercial bakeries permitted?,id17,qid929
Are commercial bakeries allowed?,id17,qid930
Are amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses) permitted?,id17,qid931
Are amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses) allowed?,id17,qid932
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted?,id17,qid933
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed?,id17,qid934
Are dwellings permitted?,id17,qid935
Are dwellings allowed?,id17,qid936
Are storage yards permitted?,id17,qid937
Are storage yards allowed?,id17,qid938
Are maintenance/storage buildings permitted?,id17,qid939
Are maintenance/storage buildings allowed?,id17,qid940
Are dry cleaning plants permitted?,id17,qid941
Are dry cleaning plants allowed?,id17,qid942
Are auto-dismantling yards permitted?,id17,qid943
Are auto-dismantling yards allowed?,id17,qid944
Are automotive motor fuel dispensing facilities permitted?,id17,qid945
Are automotive motor fuel dispensing facilities allowed?,id17,qid946
Are commercial printing and publishing permitted?,id17,qid947
Are commercial printing and publishing allowed?,id17,qid948
Are publicly owned and operated parks permitted?,id17,qid949
Are publicly owned and operated parks allowed?,id17,qid950
Are taverns and cocktail lounges permitted?,id17,qid951
Are taverns and cocktail lounges allowed?,id17,qid952
Are manufacture and finishing permitted?,id17,qid953
