use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""stadiums and arenas"" .
        ?zoning rdfs:label ?zoning_label .
}
",stadiums and arenas,Which zoning districts allow stadiums and arenas?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""stadiums and arenas"" .
        ?zoning rdfs:label ?zoning_label .
}
",stadiums and arenas,Which zoning districts permit stadiums and arenas?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""stadiums and arenas"" .
        ?zoning rdfs:label ?zoning_label .
}
",stadiums and arenas,I would like to build stadiums and arenas.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""petroleum refining"" .
        ?zoning rdfs:label ?zoning_label .
}
",petroleum refining,Which zoning districts allow petroleum refining?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""petroleum refining"" .
        ?zoning rdfs:label ?zoning_label .
}
",petroleum refining,Which zoning districts permit petroleum refining?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""petroleum refining"" .
        ?zoning rdfs:label ?zoning_label .
}
",petroleum refining,I would like to build petroleum refining.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""monument works"" .
        ?zoning rdfs:label ?zoning_label .
}
",monument works,Which zoning districts allow monument works?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""monument works"" .
        ?zoning rdfs:label ?zoning_label .
}
",monument works,Which zoning districts permit monument works?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""monument works"" .
        ?zoning rdfs:label ?zoning_label .
}
",monument works,I would like to build monument works.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""family and group day care facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",family and group day care facilities,Which zoning districts allow family and group day care facilities?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""family and group day care facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",family and group day care facilities,Which zoning districts permit family and group day care facilities?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""family and group day care facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",family and group day care facilities,I would like to build family and group day care facilities.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""plastic product design, molding and assembly"" .
        ?zoning rdfs:label ?zoning_label .
}
","plastic product design, molding and assembly","Which zoning districts allow plastic product design, molding and assembly?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""plastic product design, molding and assembly"" .
        ?zoning rdfs:label ?zoning_label .
}
","plastic product design, molding and assembly","Which zoning districts permit plastic product design, molding and assembly?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""plastic product design, molding and assembly"" .
        ?zoning rdfs:label ?zoning_label .
}
","plastic product design, molding and assembly","I would like to build plastic product design, molding and assembly.  Which zoning districts permits this use?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""auto body shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",auto body shops,Which zoning districts allow auto body shops?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""auto body shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",auto body shops,Which zoning districts permit auto body shops?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""auto body shops"" .
        ?zoning rdfs:label ?zoning_label .
}
",auto body shops,I would like to build auto body shops.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""alcohol manufacturing"" .
        ?zoning rdfs:label ?zoning_label .
}
",alcohol manufacturing,Which zoning districts allow alcohol manufacturing?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""alcohol manufacturing"" .
        ?zoning rdfs:label ?zoning_label .
}
",alcohol manufacturing,Which zoning districts permit alcohol manufacturing?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""alcohol manufacturing"" .
        ?zoning rdfs:label ?zoning_label .
}
",alcohol manufacturing,I would like to build alcohol manufacturing.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public parking lots"" .
        ?zoning rdfs:label ?zoning_label .
}
",public parking lots,Which zoning districts allow public parking lots?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public parking lots"" .
        ?zoning rdfs:label ?zoning_label .
}
",public parking lots,Which zoning districts permit public parking lots?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public parking lots"" .
        ?zoning rdfs:label ?zoning_label .
}
",public parking lots,I would like to build public parking lots.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""rehabilitation centers"" .
        ?zoning rdfs:label ?zoning_label .
}
",rehabilitation centers,Which zoning districts allow rehabilitation centers?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""rehabilitation centers"" .
        ?zoning rdfs:label ?zoning_label .
}
",rehabilitation centers,Which zoning districts permit rehabilitation centers?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""rehabilitation centers"" .
        ?zoning rdfs:label ?zoning_label .
}
",rehabilitation centers,I would like to build rehabilitation centers.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""taverns and cocktail lounges"" .
        ?zoning rdfs:label ?zoning_label .
}
",taverns and cocktail lounges,Which zoning districts allow taverns and cocktail lounges?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""taverns and cocktail lounges"" .
        ?zoning rdfs:label ?zoning_label .
}
",taverns and cocktail lounges,Which zoning districts permit taverns and cocktail lounges?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""taverns and cocktail lounges"" .
        ?zoning rdfs:label ?zoning_label .
}
",taverns and cocktail lounges,I would like to build taverns and cocktail lounges.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""self-storage warehouses"" .
        ?zoning rdfs:label ?zoning_label .
}
",self-storage warehouses,Which zoning districts allow self-storage warehouses?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""self-storage warehouses"" .
        ?zoning rdfs:label ?zoning_label .
}
",self-storage warehouses,Which zoning districts permit self-storage warehouses?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""self-storage warehouses"" .
        ?zoning rdfs:label ?zoning_label .
}
",self-storage warehouses,I would like to build self-storage warehouses.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",automotive motor fuel dispensing facilities,Which zoning districts allow automotive motor fuel dispensing facilities?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",automotive motor fuel dispensing facilities,Which zoning districts permit automotive motor fuel dispensing facilities?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" .
        ?zoning rdfs:label ?zoning_label .
}
",automotive motor fuel dispensing facilities,I would like to build automotive motor fuel dispensing facilities.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""small metal products design, casting, fabricating, and processing"" .
        ?zoning rdfs:label ?zoning_label .
}
","small metal products design, casting, fabricating, and processing","Which zoning districts allow small metal products design, casting, fabricating, and processing?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""small metal products design, casting, fabricating, and processing"" .
        ?zoning rdfs:label ?zoning_label .
}
","small metal products design, casting, fabricating, and processing","Which zoning districts permit small metal products design, casting, fabricating, and processing?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""small metal products design, casting, fabricating, and processing"" .
        ?zoning rdfs:label ?zoning_label .
}
","small metal products design, casting, fabricating, and processing","I would like to build small metal products design, casting, fabricating, and processing.  Which zoning districts permits this use?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""religious, cultural and fraternal activities"" .
        ?zoning rdfs:label ?zoning_label .
}
","religious, cultural and fraternal activities","Which zoning districts allow religious, cultural and fraternal activities?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""religious, cultural and fraternal activities"" .
        ?zoning rdfs:label ?zoning_label .
}
","religious, cultural and fraternal activities","Which zoning districts permit religious, cultural and fraternal activities?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""religious, cultural and fraternal activities"" .
        ?zoning rdfs:label ?zoning_label .
}
","religious, cultural and fraternal activities","I would like to build religious, cultural and fraternal activities.  Which zoning districts permits this use?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public utility stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",public utility stations,Which zoning districts allow public utility stations?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public utility stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",public utility stations,Which zoning districts permit public utility stations?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public utility stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",public utility stations,I would like to build public utility stations.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""business services"" .
        ?zoning rdfs:label ?zoning_label .
}
",business services,Which zoning districts allow business services?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""business services"" .
        ?zoning rdfs:label ?zoning_label .
}
",business services,Which zoning districts permit business services?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""business services"" .
        ?zoning rdfs:label ?zoning_label .
}
",business services,I would like to build business services.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""cotton gins"" .
        ?zoning rdfs:label ?zoning_label .
}
",cotton gins,Which zoning districts allow cotton gins?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""cotton gins"" .
        ?zoning rdfs:label ?zoning_label .
}
",cotton gins,Which zoning districts permit cotton gins?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""cotton gins"" .
        ?zoning rdfs:label ?zoning_label .
}
",cotton gins,I would like to build cotton gins.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""breweries"" .
        ?zoning rdfs:label ?zoning_label .
}
",breweries,Which zoning districts allow breweries?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""breweries"" .
        ?zoning rdfs:label ?zoning_label .
}
",breweries,Which zoning districts permit breweries?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""breweries"" .
        ?zoning rdfs:label ?zoning_label .
}
",breweries,I would like to build breweries.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""dry cleaning plants"" .
        ?zoning rdfs:label ?zoning_label .
}
",dry cleaning plants,Which zoning districts allow dry cleaning plants?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""dry cleaning plants"" .
        ?zoning rdfs:label ?zoning_label .
}
",dry cleaning plants,Which zoning districts permit dry cleaning plants?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""dry cleaning plants"" .
        ?zoning rdfs:label ?zoning_label .
}
",dry cleaning plants,I would like to build dry cleaning plants.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""health and medical institutions (such as hospitals)"" .
        ?zoning rdfs:label ?zoning_label .
}
",health and medical institutions (such as hospitals),Which zoning districts allow health and medical institutions (such as hospitals)?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""health and medical institutions (such as hospitals)"" .
        ?zoning rdfs:label ?zoning_label .
}
",health and medical institutions (such as hospitals),Which zoning districts permit health and medical institutions (such as hospitals)?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""health and medical institutions (such as hospitals)"" .
        ?zoning rdfs:label ?zoning_label .
}
",health and medical institutions (such as hospitals),I would like to build health and medical institutions (such as hospitals).  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public and governmental services"" .
        ?zoning rdfs:label ?zoning_label .
}
",public and governmental services,Which zoning districts allow public and governmental services?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public and governmental services"" .
        ?zoning rdfs:label ?zoning_label .
}
",public and governmental services,Which zoning districts permit public and governmental services?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""public and governmental services"" .
        ?zoning rdfs:label ?zoning_label .
}
",public and governmental services,I would like to build public and governmental services.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""libraries"" .
        ?zoning rdfs:label ?zoning_label .
}
",libraries,Which zoning districts allow libraries?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""libraries"" .
        ?zoning rdfs:label ?zoning_label .
}
",libraries,Which zoning districts permit libraries?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""libraries"" .
        ?zoning rdfs:label ?zoning_label .
}
",libraries,I would like to build libraries.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""police and fire department stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",police and fire department stations,Which zoning districts allow police and fire department stations?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""police and fire department stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",police and fire department stations,Which zoning districts permit police and fire department stations?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""police and fire department stations"" .
        ?zoning rdfs:label ?zoning_label .
}
",police and fire department stations,I would like to build police and fire department stations.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""restaurants"" .
        ?zoning rdfs:label ?zoning_label .
}
",restaurants,Which zoning districts allow restaurants?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""restaurants"" .
        ?zoning rdfs:label ?zoning_label .
}
",restaurants,Which zoning districts permit restaurants?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""restaurants"" .
        ?zoning rdfs:label ?zoning_label .
}
",restaurants,I would like to build restaurants.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""open space"" .
        ?zoning rdfs:label ?zoning_label .
}
",open space,Which zoning districts allow open space?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""open space"" .
        ?zoning rdfs:label ?zoning_label .
}
",open space,Which zoning districts permit open space?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""open space"" .
        ?zoning rdfs:label ?zoning_label .
}
",open space,I would like to build open space.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""furniture assembly"" .
        ?zoning rdfs:label ?zoning_label .
}
",furniture assembly,Which zoning districts allow furniture assembly?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""furniture assembly"" .
        ?zoning rdfs:label ?zoning_label .
}
",furniture assembly,Which zoning districts permit furniture assembly?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""furniture assembly"" .
        ?zoning rdfs:label ?zoning_label .
}
",furniture assembly,I would like to build furniture assembly.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""commercial printing and publishing"" .
        ?zoning rdfs:label ?zoning_label .
}
",commercial printing and publishing,Which zoning districts allow commercial printing and publishing?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""commercial printing and publishing"" .
        ?zoning rdfs:label ?zoning_label .
}
",commercial printing and publishing,Which zoning districts permit commercial printing and publishing?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""commercial printing and publishing"" .
        ?zoning rdfs:label ?zoning_label .
}
",commercial printing and publishing,I would like to build commercial printing and publishing.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""research or testing laboratories"" .
        ?zoning rdfs:label ?zoning_label .
}
",research or testing laboratories,Which zoning districts allow research or testing laboratories?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""research or testing laboratories"" .
        ?zoning rdfs:label ?zoning_label .
}
",research or testing laboratories,Which zoning districts permit research or testing laboratories?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""research or testing laboratories"" .
        ?zoning rdfs:label ?zoning_label .
}
",research or testing laboratories,I would like to build research or testing laboratories.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""single-family dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",single-family dwellings,Which zoning districts allow single-family dwellings?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""single-family dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",single-family dwellings,Which zoning districts permit single-family dwellings?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""single-family dwellings"" .
        ?zoning rdfs:label ?zoning_label .
}
",single-family dwellings,I would like to build single-family dwellings.  Which zoning districts permits this use?
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" .
        ?zoning rdfs:label ?zoning_label .
}
","amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)","Which zoning districts allow amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)?"
use,"
SELECT ?zoning_label

WHERE {
        ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" .
        ?zoning rdfs:label ?zoning_label .
}
","amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)","Which zoning districts permit amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)?"
