question,document_identifier,question_identifier
Which zoning districts allow auto body shops?,id17,qid57
Which zoning districts permit auto body shops?,id17,qid58
I would like to build auto body shops. Which zoning districts permits this use?,id17,qid59
Which zoning districts allow alcohol manufacturing?,id17,qid60
Which zoning districts permit alcohol manufacturing?,id17,qid61
I would like to build alcohol manufacturing. Which zoning districts permits this use?,id17,qid62
Which zoning districts allow public parking lots?,id17,qid63
Which zoning districts permit public parking lots?,id17,qid64
I would like to build public parking lots. Which zoning districts permits this use?,id17,qid65
Which zoning districts allow rehabilitation centers?,id17,qid66
Which zoning districts permit rehabilitation centers?,id17,qid67
I would like to build rehabilitation centers. Which zoning districts permits this use?,id17,qid68
Which zoning districts allow taverns and cocktail lounges?,id17,qid69
Which zoning districts permit taverns and cocktail lounges?,id17,qid70
I would like to build taverns and cocktail lounges. Which zoning districts permits this use?,id17,qid71
Which zoning districts allow self-storage warehouses?,id17,qid72
Which zoning districts permit self-storage warehouses?,id17,qid73
I would like to build self-storage warehouses. Which zoning districts permits this use?,id17,qid74
Which zoning districts allow automotive motor fuel dispensing facilities?,id17,qid75
Which zoning districts permit automotive motor fuel dispensing facilities?,id17,qid76
I would like to build automotive motor fuel dispensing facilities. Which zoning districts permits this use?,id17,qid77
Which zoning districts allow small metal products design casting fabricating and processing?,id17,qid78
Which zoning districts permit small metal products design casting fabricating and processing?,id17,qid79
I would like to build small metal products design casting fabricating and processing. Which zoning districts permits this use?,id17,qid80
Which zoning districts allow religious cultural and fraternal activities?,id17,qid81
Which zoning districts permit religious cultural and fraternal activities?,id17,qid82
I would like to build religious cultural and fraternal activities. Which zoning districts permits this use?,id17,qid83
Which zoning districts allow public utility stations?,id17,qid84
Which zoning districts permit public utility stations?,id17,qid85
I would like to build public utility stations. Which zoning districts permits this use?,id17,qid86
Which zoning districts allow business services?,id17,qid87
Which zoning districts permit business services?,id17,qid88
I would like to build business services. Which zoning districts permits this use?,id17,qid89
Which zoning districts allow cotton gins?,id17,qid90
Which zoning districts permit cotton gins?,id17,qid91
I would like to build cotton gins. Which zoning districts permits this use?,id17,qid92
Which zoning districts allow breweries?,id17,qid93
Which zoning districts permit breweries?,id17,qid94
I would like to build breweries. Which zoning districts permits this use?,id17,qid95
Which zoning districts allow dry cleaning plants?,id17,qid96
Which zoning districts permit dry cleaning plants?,id17,qid97
I would like to build dry cleaning plants. Which zoning districts permits this use?,id17,qid98
Which zoning districts allow health and medical institutions (such as hospitals)?,id17,qid99
Which zoning districts permit health and medical institutions (such as hospitals)?,id17,qid100
I would like to build health and medical institutions (such as hospitals). Which zoning districts permits this use?,id17,qid101
Which zoning districts allow public and governmental services?,id17,qid102
Which zoning districts permit public and governmental services?,id17,qid103
I would like to build public and governmental services. Which zoning districts permits this use?,id17,qid104
Which zoning districts allow libraries?,id17,qid105
Which zoning districts permit libraries?,id17,qid106
I would like to build libraries. Which zoning districts permits this use?,id17,qid107
Which zoning districts allow police and fire department stations?,id17,qid108
Which zoning districts permit police and fire department stations?,id17,qid109
I would like to build police and fire department stations. Which zoning districts permits this use?,id17,qid110
Which zoning districts allow restaurants?,id17,qid111
Which zoning districts permit restaurants?,id17,qid112
I would like to build restaurants. Which zoning districts permits this use?,id17,qid113
Which zoning districts allow open space?,id17,qid114
Which zoning districts permit open space?,id17,qid115
I would like to build open space. Which zoning districts permits this use?,id17,qid116
Which zoning districts allow furniture assembly?,id17,qid117
Which zoning districts permit furniture assembly?,id17,qid118
I would like to build furniture assembly. Which zoning districts permits this use?,id17,qid119
Which zoning districts allow commercial printing and publishing?,id17,qid120
Which zoning districts permit commercial printing and publishing?,id17,qid121
I would like to build commercial printing and publishing. Which zoning districts permits this use?,id17,qid122
Which zoning districts allow research or testing laboratories?,id17,qid123
Which zoning districts permit research or testing laboratories?,id17,qid124
I would like to build research or testing laboratories. Which zoning districts permits this use?,id17,qid125
Which zoning districts allow single-family dwellings?,id17,qid126
Which zoning districts permit single-family dwellings?,id17,qid127
I would like to build single-family dwellings. Which zoning districts permits this use?,id17,qid128
Which zoning districts allow amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses)?,id17,qid129
Which zoning districts permit amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses)?,id17,qid130
I would like to build amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses). Which zoning districts permits this use?,id17,qid131
Which zoning districts allow automotive sales?,id17,qid132
Which zoning districts permit automotive sales?,id17,qid133
I would like to build automotive sales. Which zoning districts permits this use?,id17,qid134
Which zoning districts allow dwellings?,id17,qid135
Which zoning districts permit dwellings?,id17,qid136
I would like to build dwellings. Which zoning districts permits this use?,id17,qid137
Which zoning districts allow light commercial (excluding wholesale sales)?,id17,qid138
Which zoning districts permit light commercial (excluding wholesale sales)?,id17,qid139
I would like to build light commercial (excluding wholesale sales). Which zoning districts permits this use?,id17,qid140
Which zoning districts allow agricultural Use?,id17,qid141
Which zoning districts permit agricultural Use?,id17,qid142
I would like to build agricultural Use. Which zoning districts permits this use?,id17,qid143
Which zoning districts allow community centers (including wholesale and retail sales)?,id17,qid144
Which zoning districts permit community centers (including wholesale and retail sales)?,id17,qid145
I would like to build community centers (including wholesale and retail sales). Which zoning districts permits this use?,id17,qid146
Which zoning districts allow physical fitness centers?,id17,qid147
Which zoning districts permit physical fitness centers?,id17,qid148
I would like to build physical fitness centers. Which zoning districts permits this use?,id17,qid149
Which zoning districts allow paper manufacturing?,id17,qid150
Which zoning districts permit paper manufacturing?,id17,qid151
I would like to build paper manufacturing. Which zoning districts permits this use?,id17,qid152
Which zoning districts allow liquid fertilizer manufacturing?,id17,qid153
Which zoning districts permit liquid fertilizer manufacturing?,id17,qid154
I would like to build liquid fertilizer manufacturing. Which zoning districts permits this use?,id17,qid155
Which zoning districts allow manufacture and finishing?,id17,qid156
Which zoning districts permit manufacture and finishing?,id17,qid157
I would like to build manufacture and finishing. Which zoning districts permits this use?,id17,qid158
Which zoning districts allow two-family dwellings?,id17,qid159
Which zoning districts permit two-family dwellings?,id17,qid160
I would like to build two-family dwellings. Which zoning districts permits this use?,id17,qid161
Which zoning districts allow convenience and neighborhood commercial centers (excluding wholesale sales)?,id17,qid162
Which zoning districts permit convenience and neighborhood commercial centers (excluding wholesale sales)?,id17,qid163
I would like to build convenience and neighborhood commercial centers (excluding wholesale sales). Which zoning districts permits this use?,id17,qid164
Which zoning districts allow carpet manufacturing?,id17,qid165
Which zoning districts permit carpet manufacturing?,id17,qid166
I would like to build carpet manufacturing. Which zoning districts permits this use?,id17,qid167
Which zoning districts allow product distribution centers?,id17,qid168
Which zoning districts permit product distribution centers?,id17,qid169
I would like to build product distribution centers. Which zoning districts permits this use?,id17,qid170
Which zoning districts allow public libraries?,id17,qid171
Which zoning districts permit public libraries?,id17,qid172
I would like to build public libraries. Which zoning districts permits this use?,id17,qid173
Which zoning districts allow multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences?,id17,qid174
Which zoning districts permit multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences?,id17,qid175
I would like to build multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences. Which zoning districts permits this use?,id17,qid176
Which zoning districts allow auto-dismantling yards?,id17,qid177
Which zoning districts permit auto-dismantling yards?,id17,qid178
I would like to build auto-dismantling yards. Which zoning districts permits this use?,id17,qid179
Which zoning districts allow woodworking shops?,id17,qid180
Which zoning districts permit woodworking shops?,id17,qid181
I would like to build woodworking shops. Which zoning districts permits this use?,id17,qid182
Which zoning districts allow publicly owned and operated parks?,id17,qid183
Which zoning districts permit publicly owned and operated parks?,id17,qid184
I would like to build publicly owned and operated parks. Which zoning districts permits this use?,id17,qid185
Which zoning districts allow indoor swap meets?,id17,qid186
Which zoning districts permit indoor swap meets?,id17,qid187
I would like to build indoor swap meets. Which zoning districts permits this use?,id17,qid188
Which zoning districts allow major automotive repair?,id17,qid189
Which zoning districts permit major automotive repair?,id17,qid190
I would like to build major automotive repair. Which zoning districts permits this use?,id17,qid191
Which zoning districts allow indoor theaters?,id17,qid192
Which zoning districts permit indoor theaters?,id17,qid193
I would like to build indoor theaters. Which zoning districts permits this use?,id17,qid194
Which zoning districts allow swimming pools and playgrounds?,id17,qid195
Which zoning districts permit swimming pools and playgrounds?,id17,qid196
I would like to build swimming pools and playgrounds. Which zoning districts permits this use?,id17,qid197
Which zoning districts allow hotels and motels (excluding other residential occupancies)?,id17,qid198
Which zoning districts permit hotels and motels (excluding other residential occupancies)?,id17,qid199
I would like to build hotels and motels (excluding other residential occupancies). Which zoning districts permits this use?,id17,qid200
Which zoning districts allow Minor automotive repair?,id17,qid201
Which zoning districts permit Minor automotive repair?,id17,qid202
I would like to build Minor automotive repair. Which zoning districts permits this use?,id17,qid203
Which zoning districts allow mortuary and funeral homes?,id17,qid204
Which zoning districts permit mortuary and funeral homes?,id17,qid205
I would like to build mortuary and funeral homes. Which zoning districts permits this use?,id17,qid206
Which zoning districts allow regional commercial centers (including wholesale and retail sales)?,id17,qid207
Which zoning districts permit regional commercial centers (including wholesale and retail sales)?,id17,qid208
I would like to build regional commercial centers (including wholesale and retail sales). Which zoning districts permits this use?,id17,qid209
Which zoning districts allow warehouses?,id17,qid210
Which zoning districts permit warehouses?,id17,qid211
I would like to build warehouses. Which zoning districts permits this use?,id17,qid212
Which zoning districts allow machine shops?,id17,qid213
Which zoning districts permit machine shops?,id17,qid214
I would like to build machine shops. Which zoning districts permits this use?,id17,qid215
Which zoning districts allow group care facilities?,id17,qid216
Which zoning districts permit group care facilities?,id17,qid217
I would like to build group care facilities. Which zoning districts permits this use?,id17,qid218
Which zoning districts allow building material supply sales (wholesale and retail)?,id17,qid219
Which zoning districts permit building material supply sales (wholesale and retail)?,id17,qid220
I would like to build building material supply sales (wholesale and retail). Which zoning districts permits this use?,id17,qid221
Which zoning districts allow buildings accessory to the permitted used (including private garages and accessory living quarters)?,id17,qid222
Which zoning districts permit buildings accessory to the permitted used (including private garages and accessory living quarters)?,id17,qid223
I would like to build buildings accessory to the permitted used (including private garages and accessory living quarters). Which zoning districts permits this use?,id17,qid224
Which zoning districts allow commercial bakeries?,id17,qid225
Which zoning districts permit commercial bakeries?,id17,qid226
I would like to build commercial bakeries. Which zoning districts permits this use?,id17,qid227
Which zoning districts allow regional recycling center?,id17,qid228
Which zoning districts permit regional recycling center?,id17,qid229
I would like to build regional recycling center. Which zoning districts permits this use?,id17,qid230
Which zoning districts allow minor automotive repair?,id17,qid231
Which zoning districts permit minor automotive repair?,id17,qid232
I would like to build minor automotive repair. Which zoning districts permits this use?,id17,qid233
Which zoning districts allow maintenance/storage buildings?,id17,qid234
Which zoning districts permit maintenance/storage buildings?,id17,qid235
I would like to build maintenance/storage buildings. Which zoning districts permits this use?,id17,qid236
Are single-family dwellings allowed in a R1 zoning district?,id17,qid237
Are single-family dwellings permitted in a R1 zoning district?,id17,qid238
Are single-family dwellings allowed in a R2 zoning district?,id17,qid239
Are single-family dwellings permitted in a R2 zoning district?,id17,qid240
Are single-family dwellings allowed in a R3 zoning district?,id17,qid241
Are single-family dwellings permitted in a R3 zoning district?,id17,qid242
Are publicly owned and operated parks allowed in a R1 zoning district?,id17,qid243
Are publicly owned and operated parks permitted in a R1 zoning district?,id17,qid244
Are publicly owned and operated parks allowed in a R2 zoning district?,id17,qid245
Are publicly owned and operated parks permitted in a R2 zoning district?,id17,qid246
Are publicly owned and operated parks allowed in a R3 zoning district?,id17,qid247
Are publicly owned and operated parks permitted in a R3 zoning district?,id17,qid248
Are recreation centers allowed in a R1 zoning district?,id17,qid249
Are recreation centers permitted in a R1 zoning district?,id17,qid250
Are recreation centers allowed in a R2 zoning district?,id17,qid251
Are recreation centers permitted in a R2 zoning district?,id17,qid252
Are recreation centers allowed in a R3 zoning district?,id17,qid253
Are recreation centers permitted in a R3 zoning district?,id17,qid254
Are swimming pools and playgrounds allowed in a R1 zoning district?,id17,qid255
Are swimming pools and playgrounds permitted in a R1 zoning district?,id17,qid256
Are swimming pools and playgrounds allowed in a R2 zoning district?,id17,qid257
Are swimming pools and playgrounds permitted in a R2 zoning district?,id17,qid258
Are swimming pools and playgrounds allowed in a R3 zoning district?,id17,qid259
Are swimming pools and playgrounds permitted in a R3 zoning district?,id17,qid260
Are police and fire department stations allowed in a R1 zoning district?,id17,qid261
Are police and fire department stations permitted in a R1 zoning district?,id17,qid262
Are police and fire department stations allowed in a R2 zoning district?,id17,qid263
Are police and fire department stations permitted in a R2 zoning district?,id17,qid264
Are police and fire department stations allowed in a R3 zoning district?,id17,qid265
Are police and fire department stations permitted in a R3 zoning district?,id17,qid266
Are police and fire department stations allowed in a C1 zoning district?,id17,qid267
Are police and fire department stations permitted in a C1 zoning district?,id17,qid268
Are police and fire department stations allowed in a C2 zoning district?,id17,qid269
Are police and fire department stations permitted in a C2 zoning district?,id17,qid270
Are police and fire department stations allowed in a C3 zoning district?,id17,qid271
Are police and fire department stations permitted in a C3 zoning district?,id17,qid272
Are police and fire department stations allowed in a C4 zoning district?,id17,qid273
Are police and fire department stations permitted in a C4 zoning district?,id17,qid274
Are public and governmental services allowed in a R1 zoning district?,id17,qid275
Are public and governmental services permitted in a R1 zoning district?,id17,qid276
Are public and governmental services allowed in a R2 zoning district?,id17,qid277
Are public and governmental services permitted in a R2 zoning district?,id17,qid278
Are public and governmental services allowed in a R3 zoning district?,id17,qid279
Are public and governmental services permitted in a R3 zoning district?,id17,qid280
Are public and governmental services allowed in a C1 zoning district?,id17,qid281
Are public and governmental services permitted in a C1 zoning district?,id17,qid282
Are public and governmental services allowed in a C2 zoning district?,id17,qid283
Are public and governmental services permitted in a C2 zoning district?,id17,qid284
Are public and governmental services allowed in a C3 zoning district?,id17,qid285
Are public and governmental services permitted in a C3 zoning district?,id17,qid286
Are public and governmental services allowed in a C4 zoning district?,id17,qid287
Are public and governmental services permitted in a C4 zoning district?,id17,qid288
Are public and governmental services allowed in a FI1 zoning district?,id17,qid289
Are public and governmental services permitted in a FI1 zoning district?,id17,qid290
Are public and governmental services allowed in a FI2 zoning district?,id17,qid291
Are public and governmental services permitted in a FI2 zoning district?,id17,qid292
Are public and governmental services allowed in a FI3 zoning district?,id17,qid293
Are public and governmental services permitted in a FI3 zoning district?,id17,qid294
Are public libraries allowed in a R1 zoning district?,id17,qid295
Are public libraries permitted in a R1 zoning district?,id17,qid296
Are public libraries allowed in a R2 zoning district?,id17,qid297
Are public libraries permitted in a R2 zoning district?,id17,qid298
Are public libraries allowed in a R3 zoning district?,id17,qid299
Are public libraries permitted in a R3 zoning district?,id17,qid300
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R1 zoning district?,id17,qid301
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R1 zoning district?,id17,qid302
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R2 zoning district?,id17,qid303
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R2 zoning district?,id17,qid304
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R3 zoning district?,id17,qid305
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R3 zoning district?,id17,qid306
Are public parking lots allowed in a R1 zoning district?,id17,qid307
Are public parking lots permitted in a R1 zoning district?,id17,qid308
Are public parking lots allowed in a R2 zoning district?,id17,qid309
Are public parking lots permitted in a R2 zoning district?,id17,qid310
Are public parking lots allowed in a R3 zoning district?,id17,qid311
Are public parking lots permitted in a R3 zoning district?,id17,qid312
Are private garages allowed in a R1 zoning district?,id17,qid313
Are private garages permitted in a R1 zoning district?,id17,qid314
Are private garages allowed in a R2 zoning district?,id17,qid315
Are private garages permitted in a R2 zoning district?,id17,qid316
Are private garages allowed in a R3 zoning district?,id17,qid317
Are private garages permitted in a R3 zoning district?,id17,qid318
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R1 zoning district?,id17,qid319
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R1 zoning district?,id17,qid320
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R2 zoning district?,id17,qid321
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R2 zoning district?,id17,qid322
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R3 zoning district?,id17,qid323
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R3 zoning district?,id17,qid324
Are temporary buildings allowed in a R1 zoning district?,id17,qid325
Are temporary buildings permitted in a R1 zoning district?,id17,qid326
Are temporary buildings allowed in a R2 zoning district?,id17,qid327
Are temporary buildings permitted in a R2 zoning district?,id17,qid328
Are temporary buildings allowed in a R3 zoning district?,id17,qid329
Are temporary buildings permitted in a R3 zoning district?,id17,qid330
Are two-family dwellings allowed in a R2 zoning district?,id17,qid331
Are two-family dwellings permitted in a R2 zoning district?,id17,qid332
Are two-family dwellings allowed in a R3 zoning district?,id17,qid333
Are two-family dwellings permitted in a R3 zoning district?,id17,qid334
Are multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences allowed in a R3 zoning district?,id17,qid335
Are multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences permitted in a R3 zoning district?,id17,qid336
Are open space allowed in a A1 zoning district?,id17,qid337
Are open space permitted in a A1 zoning district?,id17,qid338
Are agricultural Use allowed in a A2 zoning district?,id17,qid339
Are agricultural Use permitted in a A2 zoning district?,id17,qid340
Are dwellings allowed in a A2 zoning district?,id17,qid341
Are dwellings permitted in a A2 zoning district?,id17,qid342
Are maintenance/storage buildings allowed in a A2 zoning district?,id17,qid343
Are maintenance/storage buildings permitted in a A2 zoning district?,id17,qid344
Are minor automotive repair allowed in a C1 zoning district?,id17,qid345
Are minor automotive repair permitted in a C1 zoning district?,id17,qid346
Are minor automotive repair allowed in a C3 zoning district?,id17,qid347
Are minor automotive repair permitted in a C3 zoning district?,id17,qid348
Are minor automotive repair allowed in a C4 zoning district?,id17,qid349
Are minor automotive repair permitted in a C4 zoning district?,id17,qid350
Are automotive motor fuel dispensing facilities allowed in a C1 zoning district?,id17,qid351
Are automotive motor fuel dispensing facilities permitted in a C1 zoning district?,id17,qid352
Are automotive motor fuel dispensing facilities allowed in a C2 zoning district?,id17,qid353
Are automotive motor fuel dispensing facilities permitted in a C2 zoning district?,id17,qid354
Are automotive motor fuel dispensing facilities allowed in a C3 zoning district?,id17,qid355
Are automotive motor fuel dispensing facilities permitted in a C3 zoning district?,id17,qid356
Are automotive motor fuel dispensing facilities allowed in a C4 zoning district?,id17,qid357
Are automotive motor fuel dispensing facilities permitted in a C4 zoning district?,id17,qid358
Are automotive self-service motor fuel dispensing facilities allowed in a C1 zoning district?,id17,qid359
Are automotive self-service motor fuel dispensing facilities permitted in a C1 zoning district?,id17,qid360
Are automotive self-service motor fuel dispensing facilities allowed in a C2 zoning district?,id17,qid361
Are automotive self-service motor fuel dispensing facilities permitted in a C2 zoning district?,id17,qid362
Are automotive self-service motor fuel dispensing facilities allowed in a C3 zoning district?,id17,qid363
Are automotive self-service motor fuel dispensing facilities permitted in a C3 zoning district?,id17,qid364
Are automotive self-service motor fuel dispensing facilities allowed in a C4 zoning district?,id17,qid365
Are automotive self-service motor fuel dispensing facilities permitted in a C4 zoning district?,id17,qid366
Are business services allowed in a C1 zoning district?,id17,qid367
Are business services permitted in a C1 zoning district?,id17,qid368
Are business services allowed in a C2 zoning district?,id17,qid369
Are business services permitted in a C2 zoning district?,id17,qid370
Are business services allowed in a C3 zoning district?,id17,qid371
Are business services permitted in a C3 zoning district?,id17,qid372
Are business services allowed in a C4 zoning district?,id17,qid373
Are business services permitted in a C4 zoning district?,id17,qid374
Are financial services allowed in a C1 zoning district?,id17,qid375
Are financial services permitted in a C1 zoning district?,id17,qid376
Are financial services allowed in a C2 zoning district?,id17,qid377
Are financial services permitted in a C2 zoning district?,id17,qid378
Are financial services allowed in a C3 zoning district?,id17,qid379
Are financial services permitted in a C3 zoning district?,id17,qid380
Are financial services allowed in a C4 zoning district?,id17,qid381
Are financial services permitted in a C4 zoning district?,id17,qid382
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C1 zoning district?,id17,qid383
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C1 zoning district?,id17,qid384
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C2 zoning district?,id17,qid385
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C2 zoning district?,id17,qid386
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C3 zoning district?,id17,qid387
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C3 zoning district?,id17,qid388
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C4 zoning district?,id17,qid389
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C4 zoning district?,id17,qid390
Are family and group day care facilities allowed in a C1 zoning district?,id17,qid391
Are family and group day care facilities permitted in a C1 zoning district?,id17,qid392
Are family and group day care facilities allowed in a C2 zoning district?,id17,qid393
Are family and group day care facilities permitted in a C2 zoning district?,id17,qid394
Are family and group day care facilities allowed in a C3 zoning district?,id17,qid395
Are family and group day care facilities permitted in a C3 zoning district?,id17,qid396
Are family and group day care facilities allowed in a C4 zoning district?,id17,qid397
Are family and group day care facilities permitted in a C4 zoning district?,id17,qid398
Are libraries allowed in a C1 zoning district?,id17,qid399
Are libraries permitted in a C1 zoning district?,id17,qid400
Are libraries allowed in a C2 zoning district?,id17,qid401
Are libraries permitted in a C2 zoning district?,id17,qid402
Are libraries allowed in a C3 zoning district?,id17,qid403
Are libraries permitted in a C3 zoning district?,id17,qid404
Are libraries allowed in a C4 zoning district?,id17,qid405
Are libraries permitted in a C4 zoning district?,id17,qid406
Are mortuary and funeral homes allowed in a C1 zoning district?,id17,qid407
Are mortuary and funeral homes permitted in a C1 zoning district?,id17,qid408
Are mortuary and funeral homes allowed in a C2 zoning district?,id17,qid409
Are mortuary and funeral homes permitted in a C2 zoning district?,id17,qid410
Are mortuary and funeral homes allowed in a C3 zoning district?,id17,qid411
Are mortuary and funeral homes permitted in a C3 zoning district?,id17,qid412
Are mortuary and funeral homes allowed in a C4 zoning district?,id17,qid413
Are mortuary and funeral homes permitted in a C4 zoning district?,id17,qid414
Are places of religious worship allowed in a C1 zoning district?,id17,qid415
Are places of religious worship permitted in a C1 zoning district?,id17,qid416
Are places of religious worship allowed in a C2 zoning district?,id17,qid417
Are places of religious worship permitted in a C2 zoning district?,id17,qid418
Are places of religious worship allowed in a C3 zoning district?,id17,qid419
Are places of religious worship permitted in a C3 zoning district?,id17,qid420
Are places of religious worship allowed in a C4 zoning district?,id17,qid421
Are places of religious worship permitted in a C4 zoning district?,id17,qid422
Are places of religious worship allowed in a FI1 zoning district?,id17,qid423
Are places of religious worship permitted in a FI1 zoning district?,id17,qid424
Are places of religious worship allowed in a FI2 zoning district?,id17,qid425
Are places of religious worship permitted in a FI2 zoning district?,id17,qid426
Are places of religious worship allowed in a FI3 zoning district?,id17,qid427
Are places of religious worship permitted in a FI3 zoning district?,id17,qid428
Are public utility stations allowed in a C1 zoning district?,id17,qid429
Are public utility stations permitted in a C1 zoning district?,id17,qid430
Are public utility stations allowed in a C2 zoning district?,id17,qid431
Are public utility stations permitted in a C2 zoning district?,id17,qid432
Are public utility stations allowed in a C3 zoning district?,id17,qid433
Are public utility stations permitted in a C3 zoning district?,id17,qid434
Are public utility stations allowed in a C4 zoning district?,id17,qid435
Are public utility stations permitted in a C4 zoning district?,id17,qid436
Are restaurants allowed in a C1 zoning district?,id17,qid437
Are restaurants permitted in a C1 zoning district?,id17,qid438
Are restaurants allowed in a C2 zoning district?,id17,qid439
Are restaurants permitted in a C2 zoning district?,id17,qid440
Are restaurants allowed in a C3 zoning district?,id17,qid441
Are restaurants permitted in a C3 zoning district?,id17,qid442
Are restaurants allowed in a C4 zoning district?,id17,qid443
Are restaurants permitted in a C4 zoning district?,id17,qid444
Are light commercial (excluding wholesale sales) allowed in a C2 zoning district?,id17,qid445
Are light commercial (excluding wholesale sales) permitted in a C2 zoning district?,id17,qid446
Are light commercial (excluding wholesale sales) allowed in a C3 zoning district?,id17,qid447
Are light commercial (excluding wholesale sales) permitted in a C3 zoning district?,id17,qid448
Are light commercial (excluding wholesale sales) allowed in a C4 zoning district?,id17,qid449
