question,document_identifier,question_identifier
I would like to build police and fire department stations. Which zoning districts permits this use?,id10,qid110
Which zoning districts allow restaurants?,id10,qid111
Which zoning districts permit restaurants?,id10,qid112
I would like to build restaurants. Which zoning districts permits this use?,id10,qid113
Which zoning districts allow open space?,id10,qid114
Which zoning districts permit open space?,id10,qid115
I would like to build open space. Which zoning districts permits this use?,id10,qid116
Which zoning districts allow furniture assembly?,id10,qid117
Which zoning districts permit furniture assembly?,id10,qid118
I would like to build furniture assembly. Which zoning districts permits this use?,id10,qid119
Which zoning districts allow commercial printing and publishing?,id10,qid120
Which zoning districts permit commercial printing and publishing?,id10,qid121
I would like to build commercial printing and publishing. Which zoning districts permits this use?,id10,qid122
Which zoning districts allow research or testing laboratories?,id10,qid123
Which zoning districts permit research or testing laboratories?,id10,qid124
I would like to build research or testing laboratories. Which zoning districts permits this use?,id10,qid125
Which zoning districts allow single-family dwellings?,id10,qid126
Which zoning districts permit single-family dwellings?,id10,qid127
I would like to build single-family dwellings. Which zoning districts permits this use?,id10,qid128
Which zoning districts allow amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses)?,id10,qid129
Which zoning districts permit amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses)?,id10,qid130
I would like to build amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses). Which zoning districts permits this use?,id10,qid131
Which zoning districts allow automotive sales?,id10,qid132
Which zoning districts permit automotive sales?,id10,qid133
I would like to build automotive sales. Which zoning districts permits this use?,id10,qid134
Which zoning districts allow dwellings?,id10,qid135
Which zoning districts permit dwellings?,id10,qid136
I would like to build dwellings. Which zoning districts permits this use?,id10,qid137
Which zoning districts allow light commercial (excluding wholesale sales)?,id10,qid138
Which zoning districts permit light commercial (excluding wholesale sales)?,id10,qid139
I would like to build light commercial (excluding wholesale sales). Which zoning districts permits this use?,id10,qid140
Which zoning districts allow agricultural Use?,id10,qid141
Which zoning districts permit agricultural Use?,id10,qid142
I would like to build agricultural Use. Which zoning districts permits this use?,id10,qid143
Which zoning districts allow community centers (including wholesale and retail sales)?,id10,qid144
Which zoning districts permit community centers (including wholesale and retail sales)?,id10,qid145
I would like to build community centers (including wholesale and retail sales). Which zoning districts permits this use?,id10,qid146
Which zoning districts allow physical fitness centers?,id10,qid147
Which zoning districts permit physical fitness centers?,id10,qid148
I would like to build physical fitness centers. Which zoning districts permits this use?,id10,qid149
Which zoning districts allow paper manufacturing?,id10,qid150
Which zoning districts permit paper manufacturing?,id10,qid151
I would like to build paper manufacturing. Which zoning districts permits this use?,id10,qid152
Which zoning districts allow liquid fertilizer manufacturing?,id10,qid153
Which zoning districts permit liquid fertilizer manufacturing?,id10,qid154
I would like to build liquid fertilizer manufacturing. Which zoning districts permits this use?,id10,qid155
Which zoning districts allow manufacture and finishing?,id10,qid156
Which zoning districts permit manufacture and finishing?,id10,qid157
I would like to build manufacture and finishing. Which zoning districts permits this use?,id10,qid158
Which zoning districts allow two-family dwellings?,id10,qid159
Which zoning districts permit two-family dwellings?,id10,qid160
I would like to build two-family dwellings. Which zoning districts permits this use?,id10,qid161
Which zoning districts allow convenience and neighborhood commercial centers (excluding wholesale sales)?,id10,qid162
Which zoning districts permit convenience and neighborhood commercial centers (excluding wholesale sales)?,id10,qid163
I would like to build convenience and neighborhood commercial centers (excluding wholesale sales). Which zoning districts permits this use?,id10,qid164
Which zoning districts allow carpet manufacturing?,id10,qid165
Which zoning districts permit carpet manufacturing?,id10,qid166
I would like to build carpet manufacturing. Which zoning districts permits this use?,id10,qid167
Which zoning districts allow product distribution centers?,id10,qid168
Which zoning districts permit product distribution centers?,id10,qid169
I would like to build product distribution centers. Which zoning districts permits this use?,id10,qid170
Which zoning districts allow public libraries?,id10,qid171
Which zoning districts permit public libraries?,id10,qid172
I would like to build public libraries. Which zoning districts permits this use?,id10,qid173
Which zoning districts allow multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences?,id10,qid174
Which zoning districts permit multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences?,id10,qid175
I would like to build multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences. Which zoning districts permits this use?,id10,qid176
Which zoning districts allow auto-dismantling yards?,id10,qid177
Which zoning districts permit auto-dismantling yards?,id10,qid178
I would like to build auto-dismantling yards. Which zoning districts permits this use?,id10,qid179
Which zoning districts allow woodworking shops?,id10,qid180
Which zoning districts permit woodworking shops?,id10,qid181
I would like to build woodworking shops. Which zoning districts permits this use?,id10,qid182
Which zoning districts allow publicly owned and operated parks?,id10,qid183
Which zoning districts permit publicly owned and operated parks?,id10,qid184
I would like to build publicly owned and operated parks. Which zoning districts permits this use?,id10,qid185
Which zoning districts allow indoor swap meets?,id10,qid186
Which zoning districts permit indoor swap meets?,id10,qid187
I would like to build indoor swap meets. Which zoning districts permits this use?,id10,qid188
Which zoning districts allow major automotive repair?,id10,qid189
Which zoning districts permit major automotive repair?,id10,qid190
I would like to build major automotive repair. Which zoning districts permits this use?,id10,qid191
Which zoning districts allow indoor theaters?,id10,qid192
Which zoning districts permit indoor theaters?,id10,qid193
I would like to build indoor theaters. Which zoning districts permits this use?,id10,qid194
Which zoning districts allow swimming pools and playgrounds?,id10,qid195
Which zoning districts permit swimming pools and playgrounds?,id10,qid196
I would like to build swimming pools and playgrounds. Which zoning districts permits this use?,id10,qid197
Which zoning districts allow hotels and motels (excluding other residential occupancies)?,id10,qid198
Which zoning districts permit hotels and motels (excluding other residential occupancies)?,id10,qid199
I would like to build hotels and motels (excluding other residential occupancies). Which zoning districts permits this use?,id10,qid200
Which zoning districts allow Minor automotive repair?,id10,qid201
Which zoning districts permit Minor automotive repair?,id10,qid202
I would like to build Minor automotive repair. Which zoning districts permits this use?,id10,qid203
Which zoning districts allow mortuary and funeral homes?,id10,qid204
Which zoning districts permit mortuary and funeral homes?,id10,qid205
I would like to build mortuary and funeral homes. Which zoning districts permits this use?,id10,qid206
Which zoning districts allow regional commercial centers (including wholesale and retail sales)?,id10,qid207
Which zoning districts permit regional commercial centers (including wholesale and retail sales)?,id10,qid208
I would like to build regional commercial centers (including wholesale and retail sales). Which zoning districts permits this use?,id10,qid209
Which zoning districts allow warehouses?,id10,qid210
Which zoning districts permit warehouses?,id10,qid211
I would like to build warehouses. Which zoning districts permits this use?,id10,qid212
Which zoning districts allow machine shops?,id10,qid213
Which zoning districts permit machine shops?,id10,qid214
I would like to build machine shops. Which zoning districts permits this use?,id10,qid215
Which zoning districts allow group care facilities?,id10,qid216
Which zoning districts permit group care facilities?,id10,qid217
I would like to build group care facilities. Which zoning districts permits this use?,id10,qid218
Which zoning districts allow building material supply sales (wholesale and retail)?,id10,qid219
Which zoning districts permit building material supply sales (wholesale and retail)?,id10,qid220
I would like to build building material supply sales (wholesale and retail). Which zoning districts permits this use?,id10,qid221
Which zoning districts allow buildings accessory to the permitted used (including private garages and accessory living quarters)?,id10,qid222
Which zoning districts permit buildings accessory to the permitted used (including private garages and accessory living quarters)?,id10,qid223
I would like to build buildings accessory to the permitted used (including private garages and accessory living quarters). Which zoning districts permits this use?,id10,qid224
Which zoning districts allow commercial bakeries?,id10,qid225
Which zoning districts permit commercial bakeries?,id10,qid226
I would like to build commercial bakeries. Which zoning districts permits this use?,id10,qid227
Which zoning districts allow regional recycling center?,id10,qid228
Which zoning districts permit regional recycling center?,id10,qid229
I would like to build regional recycling center. Which zoning districts permits this use?,id10,qid230
Which zoning districts allow minor automotive repair?,id10,qid231
Which zoning districts permit minor automotive repair?,id10,qid232
I would like to build minor automotive repair. Which zoning districts permits this use?,id10,qid233
Which zoning districts allow maintenance/storage buildings?,id10,qid234
Which zoning districts permit maintenance/storage buildings?,id10,qid235
I would like to build maintenance/storage buildings. Which zoning districts permits this use?,id10,qid236
Are single-family dwellings allowed in a R1 zoning district?,id10,qid237
Are single-family dwellings permitted in a R1 zoning district?,id10,qid238
Are single-family dwellings allowed in a R2 zoning district?,id10,qid239
Are single-family dwellings permitted in a R2 zoning district?,id10,qid240
Are single-family dwellings allowed in a R3 zoning district?,id10,qid241
Are single-family dwellings permitted in a R3 zoning district?,id10,qid242
Are publicly owned and operated parks allowed in a R1 zoning district?,id10,qid243
Are publicly owned and operated parks permitted in a R1 zoning district?,id10,qid244
Are publicly owned and operated parks allowed in a R2 zoning district?,id10,qid245
Are publicly owned and operated parks permitted in a R2 zoning district?,id10,qid246
Are publicly owned and operated parks allowed in a R3 zoning district?,id10,qid247
Are publicly owned and operated parks permitted in a R3 zoning district?,id10,qid248
Are recreation centers allowed in a R1 zoning district?,id10,qid249
Are recreation centers permitted in a R1 zoning district?,id10,qid250
Are recreation centers allowed in a R2 zoning district?,id10,qid251
Are recreation centers permitted in a R2 zoning district?,id10,qid252
Are recreation centers allowed in a R3 zoning district?,id10,qid253
Are recreation centers permitted in a R3 zoning district?,id10,qid254
Are swimming pools and playgrounds allowed in a R1 zoning district?,id10,qid255
Are swimming pools and playgrounds permitted in a R1 zoning district?,id10,qid256
Are swimming pools and playgrounds allowed in a R2 zoning district?,id10,qid257
Are swimming pools and playgrounds permitted in a R2 zoning district?,id10,qid258
Are swimming pools and playgrounds allowed in a R3 zoning district?,id10,qid259
Are swimming pools and playgrounds permitted in a R3 zoning district?,id10,qid260
Are police and fire department stations allowed in a R1 zoning district?,id10,qid261
Are police and fire department stations permitted in a R1 zoning district?,id10,qid262
Are police and fire department stations allowed in a R2 zoning district?,id10,qid263
Are police and fire department stations permitted in a R2 zoning district?,id10,qid264
Are police and fire department stations allowed in a R3 zoning district?,id10,qid265
Are police and fire department stations permitted in a R3 zoning district?,id10,qid266
Are police and fire department stations allowed in a C1 zoning district?,id10,qid267
Are police and fire department stations permitted in a C1 zoning district?,id10,qid268
Are police and fire department stations allowed in a C2 zoning district?,id10,qid269
Are police and fire department stations permitted in a C2 zoning district?,id10,qid270
Are police and fire department stations allowed in a C3 zoning district?,id10,qid271
Are police and fire department stations permitted in a C3 zoning district?,id10,qid272
Are police and fire department stations allowed in a C4 zoning district?,id10,qid273
Are police and fire department stations permitted in a C4 zoning district?,id10,qid274
Are public and governmental services allowed in a R1 zoning district?,id10,qid275
Are public and governmental services permitted in a R1 zoning district?,id10,qid276
Are public and governmental services allowed in a R2 zoning district?,id10,qid277
Are public and governmental services permitted in a R2 zoning district?,id10,qid278
Are public and governmental services allowed in a R3 zoning district?,id10,qid279
Are public and governmental services permitted in a R3 zoning district?,id10,qid280
Are public and governmental services allowed in a C1 zoning district?,id10,qid281
Are public and governmental services permitted in a C1 zoning district?,id10,qid282
Are public and governmental services allowed in a C2 zoning district?,id10,qid283
Are public and governmental services permitted in a C2 zoning district?,id10,qid284
Are public and governmental services allowed in a C3 zoning district?,id10,qid285
Are public and governmental services permitted in a C3 zoning district?,id10,qid286
Are public and governmental services allowed in a C4 zoning district?,id10,qid287
Are public and governmental services permitted in a C4 zoning district?,id10,qid288
Are public and governmental services allowed in a FI1 zoning district?,id10,qid289
Are public and governmental services permitted in a FI1 zoning district?,id10,qid290
Are public and governmental services allowed in a FI2 zoning district?,id10,qid291
Are public and governmental services permitted in a FI2 zoning district?,id10,qid292
Are public and governmental services allowed in a FI3 zoning district?,id10,qid293
Are public and governmental services permitted in a FI3 zoning district?,id10,qid294
Are public libraries allowed in a R1 zoning district?,id10,qid295
Are public libraries permitted in a R1 zoning district?,id10,qid296
Are public libraries allowed in a R2 zoning district?,id10,qid297
Are public libraries permitted in a R2 zoning district?,id10,qid298
Are public libraries allowed in a R3 zoning district?,id10,qid299
Are public libraries permitted in a R3 zoning district?,id10,qid300
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R1 zoning district?,id10,qid301
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R1 zoning district?,id10,qid302
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R2 zoning district?,id10,qid303
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R2 zoning district?,id10,qid304
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R3 zoning district?,id10,qid305
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R3 zoning district?,id10,qid306
Are public parking lots allowed in a R1 zoning district?,id10,qid307
Are public parking lots permitted in a R1 zoning district?,id10,qid308
Are public parking lots allowed in a R2 zoning district?,id10,qid309
Are public parking lots permitted in a R2 zoning district?,id10,qid310
Are public parking lots allowed in a R3 zoning district?,id10,qid311
Are public parking lots permitted in a R3 zoning district?,id10,qid312
Are private garages allowed in a R1 zoning district?,id10,qid313
Are private garages permitted in a R1 zoning district?,id10,qid314
Are private garages allowed in a R2 zoning district?,id10,qid315
Are private garages permitted in a R2 zoning district?,id10,qid316
Are private garages allowed in a R3 zoning district?,id10,qid317
Are private garages permitted in a R3 zoning district?,id10,qid318
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R1 zoning district?,id10,qid319
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R1 zoning district?,id10,qid320
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R2 zoning district?,id10,qid321
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R2 zoning district?,id10,qid322
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R3 zoning district?,id10,qid323
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R3 zoning district?,id10,qid324
Are temporary buildings allowed in a R1 zoning district?,id10,qid325
Are temporary buildings permitted in a R1 zoning district?,id10,qid326
Are temporary buildings allowed in a R2 zoning district?,id10,qid327
Are temporary buildings permitted in a R2 zoning district?,id10,qid328
Are temporary buildings allowed in a R3 zoning district?,id10,qid329
Are temporary buildings permitted in a R3 zoning district?,id10,qid330
Are two-family dwellings allowed in a R2 zoning district?,id10,qid331
Are two-family dwellings permitted in a R2 zoning district?,id10,qid332
Are two-family dwellings allowed in a R3 zoning district?,id10,qid333
Are two-family dwellings permitted in a R3 zoning district?,id10,qid334
Are multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences allowed in a R3 zoning district?,id10,qid335
Are multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences permitted in a R3 zoning district?,id10,qid336
Are open space allowed in a A1 zoning district?,id10,qid337
Are open space permitted in a A1 zoning district?,id10,qid338
Are agricultural Use allowed in a A2 zoning district?,id10,qid339
Are agricultural Use permitted in a A2 zoning district?,id10,qid340
Are dwellings allowed in a A2 zoning district?,id10,qid341
Are dwellings permitted in a A2 zoning district?,id10,qid342
Are maintenance/storage buildings allowed in a A2 zoning district?,id10,qid343
Are maintenance/storage buildings permitted in a A2 zoning district?,id10,qid344
Are minor automotive repair allowed in a C1 zoning district?,id10,qid345
Are minor automotive repair permitted in a C1 zoning district?,id10,qid346
Are minor automotive repair allowed in a C3 zoning district?,id10,qid347
Are minor automotive repair permitted in a C3 zoning district?,id10,qid348
Are minor automotive repair allowed in a C4 zoning district?,id10,qid349
Are minor automotive repair permitted in a C4 zoning district?,id10,qid350
Are automotive motor fuel dispensing facilities allowed in a C1 zoning district?,id10,qid351
Are automotive motor fuel dispensing facilities permitted in a C1 zoning district?,id10,qid352
Are automotive motor fuel dispensing facilities allowed in a C2 zoning district?,id10,qid353
Are automotive motor fuel dispensing facilities permitted in a C2 zoning district?,id10,qid354
Are automotive motor fuel dispensing facilities allowed in a C3 zoning district?,id10,qid355
Are automotive motor fuel dispensing facilities permitted in a C3 zoning district?,id10,qid356
Are automotive motor fuel dispensing facilities allowed in a C4 zoning district?,id10,qid357
Are automotive motor fuel dispensing facilities permitted in a C4 zoning district?,id10,qid358
Are automotive self-service motor fuel dispensing facilities allowed in a C1 zoning district?,id10,qid359
Are automotive self-service motor fuel dispensing facilities permitted in a C1 zoning district?,id10,qid360
Are automotive self-service motor fuel dispensing facilities allowed in a C2 zoning district?,id10,qid361
Are automotive self-service motor fuel dispensing facilities permitted in a C2 zoning district?,id10,qid362
Are automotive self-service motor fuel dispensing facilities allowed in a C3 zoning district?,id10,qid363
Are automotive self-service motor fuel dispensing facilities permitted in a C3 zoning district?,id10,qid364
Are automotive self-service motor fuel dispensing facilities allowed in a C4 zoning district?,id10,qid365
Are automotive self-service motor fuel dispensing facilities permitted in a C4 zoning district?,id10,qid366
Are business services allowed in a C1 zoning district?,id10,qid367
Are business services permitted in a C1 zoning district?,id10,qid368
Are business services allowed in a C2 zoning district?,id10,qid369
Are business services permitted in a C2 zoning district?,id10,qid370
Are business services allowed in a C3 zoning district?,id10,qid371
Are business services permitted in a C3 zoning district?,id10,qid372
Are business services allowed in a C4 zoning district?,id10,qid373
Are business services permitted in a C4 zoning district?,id10,qid374
Are financial services allowed in a C1 zoning district?,id10,qid375
Are financial services permitted in a C1 zoning district?,id10,qid376
Are financial services allowed in a C2 zoning district?,id10,qid377
Are financial services permitted in a C2 zoning district?,id10,qid378
Are financial services allowed in a C3 zoning district?,id10,qid379
Are financial services permitted in a C3 zoning district?,id10,qid380
Are financial services allowed in a C4 zoning district?,id10,qid381
Are financial services permitted in a C4 zoning district?,id10,qid382
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C1 zoning district?,id10,qid383
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C1 zoning district?,id10,qid384
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C2 zoning district?,id10,qid385
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C2 zoning district?,id10,qid386
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C3 zoning district?,id10,qid387
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C3 zoning district?,id10,qid388
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C4 zoning district?,id10,qid389
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C4 zoning district?,id10,qid390
Are family and group day care facilities allowed in a C1 zoning district?,id10,qid391
Are family and group day care facilities permitted in a C1 zoning district?,id10,qid392
Are family and group day care facilities allowed in a C2 zoning district?,id10,qid393
Are family and group day care facilities permitted in a C2 zoning district?,id10,qid394
Are family and group day care facilities allowed in a C3 zoning district?,id10,qid395
Are family and group day care facilities permitted in a C3 zoning district?,id10,qid396
Are family and group day care facilities allowed in a C4 zoning district?,id10,qid397
Are family and group day care facilities permitted in a C4 zoning district?,id10,qid398
Are libraries allowed in a C1 zoning district?,id10,qid399
Are libraries permitted in a C1 zoning district?,id10,qid400
Are libraries allowed in a C2 zoning district?,id10,qid401
Are libraries permitted in a C2 zoning district?,id10,qid402
Are libraries allowed in a C3 zoning district?,id10,qid403
Are libraries permitted in a C3 zoning district?,id10,qid404
Are libraries allowed in a C4 zoning district?,id10,qid405
Are libraries permitted in a C4 zoning district?,id10,qid406
Are mortuary and funeral homes allowed in a C1 zoning district?,id10,qid407
Are mortuary and funeral homes permitted in a C1 zoning district?,id10,qid408
Are mortuary and funeral homes allowed in a C2 zoning district?,id10,qid409
Are mortuary and funeral homes permitted in a C2 zoning district?,id10,qid410
Are mortuary and funeral homes allowed in a C3 zoning district?,id10,qid411
Are mortuary and funeral homes permitted in a C3 zoning district?,id10,qid412
Are mortuary and funeral homes allowed in a C4 zoning district?,id10,qid413
Are mortuary and funeral homes permitted in a C4 zoning district?,id10,qid414
Are places of religious worship allowed in a C1 zoning district?,id10,qid415
Are places of religious worship permitted in a C1 zoning district?,id10,qid416
Are places of religious worship allowed in a C2 zoning district?,id10,qid417
Are places of religious worship permitted in a C2 zoning district?,id10,qid418
Are places of religious worship allowed in a C3 zoning district?,id10,qid419
Are places of religious worship permitted in a C3 zoning district?,id10,qid420
Are places of religious worship allowed in a C4 zoning district?,id10,qid421
Are places of religious worship permitted in a C4 zoning district?,id10,qid422
Are places of religious worship allowed in a FI1 zoning district?,id10,qid423
Are places of religious worship permitted in a FI1 zoning district?,id10,qid424
Are places of religious worship allowed in a FI2 zoning district?,id10,qid425
Are places of religious worship permitted in a FI2 zoning district?,id10,qid426
Are places of religious worship allowed in a FI3 zoning district?,id10,qid427
Are places of religious worship permitted in a FI3 zoning district?,id10,qid428
Are public utility stations allowed in a C1 zoning district?,id10,qid429
Are public utility stations permitted in a C1 zoning district?,id10,qid430
Are public utility stations allowed in a C2 zoning district?,id10,qid431
Are public utility stations permitted in a C2 zoning district?,id10,qid432
Are public utility stations allowed in a C3 zoning district?,id10,qid433
Are public utility stations permitted in a C3 zoning district?,id10,qid434
Are public utility stations allowed in a C4 zoning district?,id10,qid435
Are public utility stations permitted in a C4 zoning district?,id10,qid436
Are restaurants allowed in a C1 zoning district?,id10,qid437
Are restaurants permitted in a C1 zoning district?,id10,qid438
Are restaurants allowed in a C2 zoning district?,id10,qid439
Are restaurants permitted in a C2 zoning district?,id10,qid440
Are restaurants allowed in a C3 zoning district?,id10,qid441
Are restaurants permitted in a C3 zoning district?,id10,qid442
Are restaurants allowed in a C4 zoning district?,id10,qid443
Are restaurants permitted in a C4 zoning district?,id10,qid444
Are light commercial (excluding wholesale sales) allowed in a C2 zoning district?,id10,qid445
Are light commercial (excluding wholesale sales) permitted in a C2 zoning district?,id10,qid446
Are light commercial (excluding wholesale sales) allowed in a C3 zoning district?,id10,qid447
Are light commercial (excluding wholesale sales) permitted in a C3 zoning district?,id10,qid448
Are light commercial (excluding wholesale sales) allowed in a C4 zoning district?,id10,qid449
