question,document_identifier,question_identifier
Are auto body shops permitted in a FI2 zoning district?,id2,qid570
Are auto body shops allowed in a FI3 zoning district?,id2,qid571
Are auto body shops permitted in a FI3 zoning district?,id2,qid572
Are furniture assembly allowed in a FI1 zoning district?,id2,qid573
Are furniture assembly permitted in a FI1 zoning district?,id2,qid574
Are furniture assembly allowed in a FI2 zoning district?,id2,qid575
Are furniture assembly permitted in a FI2 zoning district?,id2,qid576
Are furniture assembly allowed in a FI3 zoning district?,id2,qid577
Are furniture assembly permitted in a FI3 zoning district?,id2,qid578
Are dry cleaning plants allowed in a FI1 zoning district?,id2,qid579
Are dry cleaning plants permitted in a FI1 zoning district?,id2,qid580
Are dry cleaning plants allowed in a FI2 zoning district?,id2,qid581
Are dry cleaning plants permitted in a FI2 zoning district?,id2,qid582
Are dry cleaning plants allowed in a FI3 zoning district?,id2,qid583
Are dry cleaning plants permitted in a FI3 zoning district?,id2,qid584
Are machine shops allowed in a FI1 zoning district?,id2,qid585
Are machine shops permitted in a FI1 zoning district?,id2,qid586
Are machine shops allowed in a FI2 zoning district?,id2,qid587
Are machine shops permitted in a FI2 zoning district?,id2,qid588
Are machine shops allowed in a FI3 zoning district?,id2,qid589
Are machine shops permitted in a FI3 zoning district?,id2,qid590
Are boat storage yards allowed in a FI1 zoning district?,id2,qid591
Are boat storage yards permitted in a FI1 zoning district?,id2,qid592
Are boat storage yards allowed in a FI2 zoning district?,id2,qid593
Are boat storage yards permitted in a FI2 zoning district?,id2,qid594
Are boat storage yards allowed in a FI3 zoning district?,id2,qid595
Are boat storage yards permitted in a FI3 zoning district?,id2,qid596
Are stadiums and arenas allowed in a FI2 zoning district?,id2,qid597
Are stadiums and arenas permitted in a FI2 zoning district?,id2,qid598
Are stadiums and arenas allowed in a FI3 zoning district?,id2,qid599
Are stadiums and arenas permitted in a FI3 zoning district?,id2,qid600
Are indoor swap meets allowed in a FI2 zoning district?,id2,qid601
Are indoor swap meets permitted in a FI2 zoning district?,id2,qid602
Are indoor swap meets allowed in a FI3 zoning district?,id2,qid603
Are indoor swap meets permitted in a FI3 zoning district?,id2,qid604
Are breweries allowed in a FI2 zoning district?,id2,qid605
Are breweries permitted in a FI2 zoning district?,id2,qid606
Are breweries allowed in a FI3 zoning district?,id2,qid607
Are breweries permitted in a FI3 zoning district?,id2,qid608
Are liquid fertilizer manufacturing allowed in a FI2 zoning district?,id2,qid609
Are liquid fertilizer manufacturing permitted in a FI2 zoning district?,id2,qid610
Are liquid fertilizer manufacturing allowed in a FI3 zoning district?,id2,qid611
Are liquid fertilizer manufacturing permitted in a FI3 zoning district?,id2,qid612
Are carpet manufacturing allowed in a FI2 zoning district?,id2,qid613
Are carpet manufacturing permitted in a FI2 zoning district?,id2,qid614
Are carpet manufacturing allowed in a FI3 zoning district?,id2,qid615
Are carpet manufacturing permitted in a FI3 zoning district?,id2,qid616
Are monument works allowed in a FI2 zoning district?,id2,qid617
Are monument works permitted in a FI2 zoning district?,id2,qid618
Are monument works allowed in a FI3 zoning district?,id2,qid619
Are monument works permitted in a FI3 zoning district?,id2,qid620
Are regional recycling center allowed in a FI2 zoning district?,id2,qid621
Are regional recycling center permitted in a FI2 zoning district?,id2,qid622
Are regional recycling center allowed in a FI3 zoning district?,id2,qid623
Are regional recycling center permitted in a FI3 zoning district?,id2,qid624
Are auto-dismantling yards allowed in a FI3 zoning district?,id2,qid625
Are auto-dismantling yards permitted in a FI3 zoning district?,id2,qid626
Are alcohol manufacturing allowed in a FI3 zoning district?,id2,qid627
Are alcohol manufacturing permitted in a FI3 zoning district?,id2,qid628
Are cotton gins allowed in a FI3 zoning district?,id2,qid629
Are cotton gins permitted in a FI3 zoning district?,id2,qid630
Are paper manufacturing allowed in a FI3 zoning district?,id2,qid631
Are paper manufacturing permitted in a FI3 zoning district?,id2,qid632
Are quarries allowed in a FI3 zoning district?,id2,qid633
Are quarries permitted in a FI3 zoning district?,id2,qid634
Are salt works allowed in a FI3 zoning district?,id2,qid635
Are salt works permitted in a FI3 zoning district?,id2,qid636
Are petroleum refining allowed in a FI3 zoning district?,id2,qid637
Are petroleum refining permitted in a FI3 zoning district?,id2,qid638
What is the minimum lot size in the R1b zoning district?,id2,qid639
What is the maximum density in the R1b zoning district?,id2,qid640
What is the minimum lot width in the R1b zoning district?,id2,qid641
What is the minimum lot depth in the R1b zoning district?,id2,qid642
What is the minimum front setback in the R1b zoning district?,id2,qid643
What is the minimum side setback in the R1b zoning district?,id2,qid644
What is the minimum rear setback in the R1b zoning district?,id2,qid645
What is the maximum building height in the R1b zoning district?,id2,qid646
What is the minimum lot size in the C2 zoning district?,id2,qid647
What is the maximum density in the C2 zoning district?,id2,qid648
What is the minimum lot width in the C2 zoning district?,id2,qid649
What is the minimum lot depth in the C2 zoning district?,id2,qid650
What is the minimum front setback in the C2 zoning district?,id2,qid651
What is the minimum side setback in the C2 zoning district?,id2,qid652
What is the minimum rear setback in the C2 zoning district?,id2,qid653
What is the maximum building height in the C2 zoning district?,id2,qid654
What is the minimum lot size in the A1 zoning district?,id2,qid655
What is the maximum density in the A1 zoning district?,id2,qid656
What is the minimum lot width in the A1 zoning district?,id2,qid657
What is the minimum lot depth in the A1 zoning district?,id2,qid658
What is the minimum front setback in the A1 zoning district?,id2,qid659
What is the minimum side setback in the A1 zoning district?,id2,qid660
What is the minimum rear setback in the A1 zoning district?,id2,qid661
What is the maximum building height in the A1 zoning district?,id2,qid662
What is the minimum lot size in the R3a zoning district?,id2,qid663
What is the maximum density in the R3a zoning district?,id2,qid664
What is the minimum lot width in the R3a zoning district?,id2,qid665
What is the minimum lot depth in the R3a zoning district?,id2,qid666
What is the minimum front setback in the R3a zoning district?,id2,qid667
What is the minimum side setback in the R3a zoning district?,id2,qid668
What is the minimum rear setback in the R3a zoning district?,id2,qid669
What is the maximum building height in the R3a zoning district?,id2,qid670
What is the minimum lot size in the A2 zoning district?,id2,qid671
What is the maximum density in the A2 zoning district?,id2,qid672
What is the minimum lot width in the A2 zoning district?,id2,qid673
What is the minimum lot depth in the A2 zoning district?,id2,qid674
What is the minimum front setback in the A2 zoning district?,id2,qid675
What is the minimum side setback in the A2 zoning district?,id2,qid676
What is the minimum rear setback in the A2 zoning district?,id2,qid677
What is the maximum building height in the A2 zoning district?,id2,qid678
What is the minimum lot size in the R1c zoning district?,id2,qid679
What is the maximum density in the R1c zoning district?,id2,qid680
What is the minimum lot width in the R1c zoning district?,id2,qid681
What is the minimum lot depth in the R1c zoning district?,id2,qid682
What is the minimum front setback in the R1c zoning district?,id2,qid683
What is the minimum side setback in the R1c zoning district?,id2,qid684
What is the minimum rear setback in the R1c zoning district?,id2,qid685
What is the maximum building height in the R1c zoning district?,id2,qid686
What is the minimum lot size in the R1d zoning district?,id2,qid687
What is the maximum density in the R1d zoning district?,id2,qid688
What is the minimum lot width in the R1d zoning district?,id2,qid689
What is the minimum lot depth in the R1d zoning district?,id2,qid690
What is the minimum front setback in the R1d zoning district?,id2,qid691
What is the minimum side setback in the R1d zoning district?,id2,qid692
What is the minimum rear setback in the R1d zoning district?,id2,qid693
What is the maximum building height in the R1d zoning district?,id2,qid694
What is the minimum lot size in the C4 zoning district?,id2,qid695
What is the maximum density in the C4 zoning district?,id2,qid696
What is the minimum lot width in the C4 zoning district?,id2,qid697
What is the minimum lot depth in the C4 zoning district?,id2,qid698
What is the minimum front setback in the C4 zoning district?,id2,qid699
What is the minimum side setback in the C4 zoning district?,id2,qid700
What is the minimum rear setback in the C4 zoning district?,id2,qid701
What is the maximum building height in the C4 zoning district?,id2,qid702
What is the minimum lot size in the C1 zoning district?,id2,qid703
What is the maximum density in the C1 zoning district?,id2,qid704
What is the minimum lot width in the C1 zoning district?,id2,qid705
What is the minimum lot depth in the C1 zoning district?,id2,qid706
What is the minimum front setback in the C1 zoning district?,id2,qid707
What is the minimum side setback in the C1 zoning district?,id2,qid708
What is the minimum rear setback in the C1 zoning district?,id2,qid709
What is the maximum building height in the C1 zoning district?,id2,qid710
What is the minimum lot size in the FI1 zoning district?,id2,qid711
What is the maximum density in the FI1 zoning district?,id2,qid712
What is the minimum lot width in the FI1 zoning district?,id2,qid713
What is the minimum lot depth in the FI1 zoning district?,id2,qid714
What is the minimum front setback in the FI1 zoning district?,id2,qid715
What is the minimum side setback in the FI1 zoning district?,id2,qid716
What is the minimum rear setback in the FI1 zoning district?,id2,qid717
What is the maximum building height in the FI1 zoning district?,id2,qid718
What is the minimum lot size in the R1a zoning district?,id2,qid719
What is the maximum density in the R1a zoning district?,id2,qid720
What is the minimum lot width in the R1a zoning district?,id2,qid721
What is the minimum lot depth in the R1a zoning district?,id2,qid722
What is the minimum front setback in the R1a zoning district?,id2,qid723
What is the minimum side setback in the R1a zoning district?,id2,qid724
What is the minimum rear setback in the R1a zoning district?,id2,qid725
What is the maximum building height in the R1a zoning district?,id2,qid726
What is the minimum lot size in the FI2 zoning district?,id2,qid727
What is the maximum density in the FI2 zoning district?,id2,qid728
What is the minimum lot width in the FI2 zoning district?,id2,qid729
What is the minimum lot depth in the FI2 zoning district?,id2,qid730
What is the minimum front setback in the FI2 zoning district?,id2,qid731
What is the minimum side setback in the FI2 zoning district?,id2,qid732
What is the minimum rear setback in the FI2 zoning district?,id2,qid733
What is the maximum building height in the FI2 zoning district?,id2,qid734
What is the minimum lot size in the FI3 zoning district?,id2,qid735
What is the maximum density in the FI3 zoning district?,id2,qid736
What is the minimum lot width in the FI3 zoning district?,id2,qid737
What is the minimum lot depth in the FI3 zoning district?,id2,qid738
What is the minimum front setback in the FI3 zoning district?,id2,qid739
What is the minimum side setback in the FI3 zoning district?,id2,qid740
What is the minimum rear setback in the FI3 zoning district?,id2,qid741
What is the maximum building height in the FI3 zoning district?,id2,qid742
What is the minimum lot size in the R2a zoning district?,id2,qid743
What is the maximum density in the R2a zoning district?,id2,qid744
What is the minimum lot width in the R2a zoning district?,id2,qid745
What is the minimum lot depth in the R2a zoning district?,id2,qid746
What is the minimum front setback in the R2a zoning district?,id2,qid747
What is the minimum side setback in the R2a zoning district?,id2,qid748
What is the minimum rear setback in the R2a zoning district?,id2,qid749
What is the maximum building height in the R2a zoning district?,id2,qid750
What is the minimum lot size in the C3 zoning district?,id2,qid751
What is the maximum density in the C3 zoning district?,id2,qid752
What is the minimum lot width in the C3 zoning district?,id2,qid753
What is the minimum lot depth in the C3 zoning district?,id2,qid754
What is the minimum front setback in the C3 zoning district?,id2,qid755
What is the minimum side setback in the C3 zoning district?,id2,qid756
What is the minimum rear setback in the C3 zoning district?,id2,qid757
What is the maximum building height in the C3 zoning district?,id2,qid758
What is the minimum lot size in the A3 zoning district?,id2,qid759
What is the maximum density in the A3 zoning district?,id2,qid760
What is the minimum lot width in the A3 zoning district?,id2,qid761
What is the minimum lot depth in the A3 zoning district?,id2,qid762
What is the minimum front setback in the A3 zoning district?,id2,qid763
What is the minimum side setback in the A3 zoning district?,id2,qid764
What is the minimum rear setback in the A3 zoning district?,id2,qid765
What is the maximum building height in the A3 zoning district?,id2,qid766
What is the minimum lot size in the R3b zoning district?,id2,qid767
What is the maximum density in the R3b zoning district?,id2,qid768
What is the minimum lot width in the R3b zoning district?,id2,qid769
What is the minimum lot depth in the R3b zoning district?,id2,qid770
What is the minimum front setback in the R3b zoning district?,id2,qid771
What is the minimum side setback in the R3b zoning district?,id2,qid772
What is the minimum rear setback in the R3b zoning district?,id2,qid773
What is the maximum building height in the R3b zoning district?,id2,qid774
What is the minimum lot size in the R2b zoning district?,id2,qid775
What is the maximum density in the R2b zoning district?,id2,qid776
What is the minimum lot width in the R2b zoning district?,id2,qid777
What is the minimum lot depth in the R2b zoning district?,id2,qid778
What is the minimum front setback in the R2b zoning district?,id2,qid779
What is the minimum side setback in the R2b zoning district?,id2,qid780
What is the minimum rear setback in the R2b zoning district?,id2,qid781
What is the maximum building height in the R2b zoning district?,id2,qid782
Is the minimum lot size for a property in the R1a zoning district 35000 square feet?,id2,qid783
Is the maximum density for a property in the R1a zoning district 1 dwelling units per acre?,id2,qid784
Is the minimum lot width for a property in the R1a zoning district 125 feet?,id2,qid785
Is the minimum lot depth for a property in the R1a zoning district 150 feet?,id2,qid786
Is the minimum front setback for a property in the R1a zoning district 25 feet?,id2,qid787
Is the minimum side setback for a property in the R1a zoning district 10 feet?,id2,qid788
Is the minimum rear setback for a property in the R1a zoning district 30 feet?,id2,qid789
Is the maximum building height for a property in the R1a zoning district 35 feet?,id2,qid790
Is the minimum lot size for a property in the R1b zoning district 20000 square feet?,id2,qid791
Is the maximum density for a property in the R1b zoning district 2 dwelling units per acre?,id2,qid792
Is the minimum lot width for a property in the R1b zoning district 100 feet?,id2,qid793
Is the minimum lot depth for a property in the R1b zoning district 125 feet?,id2,qid794
Is the minimum front setback for a property in the R1b zoning district 20 feet?,id2,qid795
Is the minimum side setback for a property in the R1b zoning district 10 feet?,id2,qid796
Is the minimum rear setback for a property in the R1b zoning district 25 feet?,id2,qid797
Is the maximum building height for a property in the R1b zoning district 35 feet?,id2,qid798
Is the minimum lot size for a property in the R1c zoning district 10000 square feet?,id2,qid799
Is the maximum density for a property in the R1c zoning district 4 dwelling units per acre?,id2,qid800
Is the minimum lot width for a property in the R1c zoning district 75 feet?,id2,qid801
Is the minimum lot depth for a property in the R1c zoning district 100 feet?,id2,qid802
Is the minimum front setback for a property in the R1c zoning district 20 feet?,id2,qid803
Is the minimum side setback for a property in the R1c zoning district 5 feet?,id2,qid804
Is the minimum rear setback for a property in the R1c zoning district 25 feet?,id2,qid805
Is the maximum building height for a property in the R1c zoning district 35 feet?,id2,qid806
Is the minimum lot size for a property in the R1d zoning district 6000 square feet?,id2,qid807
Is the maximum density for a property in the R1d zoning district 6 dwelling units per acre?,id2,qid808
Is the minimum lot width for a property in the R1d zoning district 60 feet?,id2,qid809
Is the minimum lot depth for a property in the R1d zoning district 90 feet?,id2,qid810
Is the minimum front setback for a property in the R1d zoning district 15 feet?,id2,qid811
Is the minimum side setback for a property in the R1d zoning district 5 feet?,id2,qid812
Is the minimum rear setback for a property in the R1d zoning district 20 feet?,id2,qid813
Is the maximum building height for a property in the R1d zoning district 35 feet?,id2,qid814
Is the minimum lot size for a property in the R2a zoning district 10000 square feet?,id2,qid815
Is the maximum density for a property in the R2a zoning district 4 dwelling units per acre?,id2,qid816
Is the minimum lot width for a property in the R2a zoning district 60 feet?,id2,qid817
Is the minimum lot depth for a property in the R2a zoning district 70 feet?,id2,qid818
Is the minimum front setback for a property in the R2a zoning district 20 feet?,id2,qid819
Is the minimum side setback for a property in the R2a zoning district 5 feet?,id2,qid820
Is the minimum rear setback for a property in the R2a zoning district 20 feet?,id2,qid821
Is the maximum building height for a property in the R2a zoning district 35 feet?,id2,qid822
Is the minimum lot size for a property in the R2b zoning district 6000 square feet?,id2,qid823
Is the maximum density for a property in the R2b zoning district 6 dwelling units per acre?,id2,qid824
Is the minimum lot width for a property in the R2b zoning district 60 feet?,id2,qid825
Is the minimum lot depth for a property in the R2b zoning district 70 feet?,id2,qid826
Is the minimum front setback for a property in the R2b zoning district 15 feet?,id2,qid827
Is the minimum side setback for a property in the R2b zoning district 5 feet?,id2,qid828
Is the minimum rear setback for a property in the R2b zoning district 20 feet?,id2,qid829
Is the maximum building height for a property in the R2b zoning district 35 feet?,id2,qid830
Is the minimum lot size for a property in the R3a zoning district 6000 square feet?,id2,qid831
Is the maximum density for a property in the R3a zoning district 8 dwelling units per acre?,id2,qid832
Is the minimum lot width for a property in the R3a zoning district 60 feet?,id2,qid833
Is the minimum lot depth for a property in the R3a zoning district 70 feet?,id2,qid834
Is the minimum front setback for a property in the R3a zoning district 15 feet?,id2,qid835
Is the minimum side setback for a property in the R3a zoning district 5 feet?,id2,qid836
Is the minimum rear setback for a property in the R3a zoning district 20 feet?,id2,qid837
Is the maximum building height for a property in the R3a zoning district 35 feet?,id2,qid838
Is the minimum lot size for a property in the R3b zoning district 6000 square feet?,id2,qid839
Is the maximum density for a property in the R3b zoning district 12 dwelling units per acre?,id2,qid840
Is the minimum lot width for a property in the R3b zoning district 60 feet?,id2,qid841
Is the minimum lot depth for a property in the R3b zoning district 70 feet?,id2,qid842
Is the minimum front setback for a property in the R3b zoning district 15 feet?,id2,qid843
Is the minimum side setback for a property in the R3b zoning district 5 feet?,id2,qid844
Is the minimum rear setback for a property in the R3b zoning district 20 feet?,id2,qid845
Is the maximum building height for a property in the R3b zoning district 35 feet?,id2,qid846
Is the minimum lot size for a property in the C1 zoning district 6000 square feet?,id2,qid847
Is the maximum density for a property in the C1 zoning district 12 units per acre?,id2,qid848
Is the minimum lot width for a property in the C1 zoning district 30 feet?,id2,qid849
Is the minimum lot depth for a property in the C1 zoning district 70 feet?,id2,qid850
Is the minimum front setback for a property in the C1 zoning district 0 feet?,id2,qid851
Is the minimum side setback for a property in the C1 zoning district 0 feet?,id2,qid852
Is the minimum rear setback for a property in the C1 zoning district 0 feet?,id2,qid853
Is the maximum building height for a property in the C1 zoning district 30 feet?,id2,qid854
Is the minimum lot width for a property in the C2 zoning district 30 feet?,id2,qid855
Is the minimum lot depth for a property in the C2 zoning district 70 feet?,id2,qid856
Is the minimum front setback for a property in the C2 zoning district 0 feet?,id2,qid857
Is the minimum side setback for a property in the C2 zoning district 0 feet?,id2,qid858
Is the minimum rear setback for a property in the C2 zoning district 0 feet?,id2,qid859
Is the maximum building height for a property in the C2 zoning district 40 feet?,id2,qid860
Is the minimum lot width for a property in the C3 zoning district 75 feet?,id2,qid861
Is the minimum lot depth for a property in the C3 zoning district 100 feet?,id2,qid862
Is the minimum front setback for a property in the C3 zoning district 0 feet?,id2,qid863
Is the minimum side setback for a property in the C3 zoning district 0 feet?,id2,qid864
Is the minimum rear setback for a property in the C3 zoning district 0 feet?,id2,qid865
Is the maximum building height for a property in the C3 zoning district 50 feet?,id2,qid866
Is the minimum lot width for a property in the C4 zoning district 75 feet?,id2,qid867
Is the minimum lot depth for a property in the C4 zoning district 100 feet?,id2,qid868
Is the minimum front setback for a property in the C4 zoning district 0 feet?,id2,qid869
Is the minimum side setback for a property in the C4 zoning district 0 feet?,id2,qid870
Is the minimum rear setback for a property in the C4 zoning district 0 feet?,id2,qid871
Is the maximum building height for a property in the C4 zoning district 50 feet?,id2,qid872
Is the minimum lot width for a property in the FI1 zoning district 50 feet?,id2,qid873
Is the minimum lot depth for a property in the FI1 zoning district 75 feet?,id2,qid874
Is the minimum front setback for a property in the FI1 zoning district 0 feet?,id2,qid875
Is the minimum side setback for a property in the FI1 zoning district 0 feet?,id2,qid876
Is the minimum rear setback for a property in the FI1 zoning district 0 feet?,id2,qid877
Is the maximum building height for a property in the FI1 zoning district 60 feet?,id2,qid878
Is the minimum lot width for a property in the FI2 zoning district 75 feet?,id2,qid879
Is the minimum lot depth for a property in the FI2 zoning district 100 feet?,id2,qid880
Is the minimum front setback for a property in the FI2 zoning district 0 feet?,id2,qid881
Is the minimum side setback for a property in the FI2 zoning district 0 feet?,id2,qid882
Is the minimum rear setback for a property in the FI2 zoning district 0 feet?,id2,qid883
Is the maximum building height for a property in the FI2 zoning district 80 feet?,id2,qid884
Is the minimum lot width for a property in the FI3 zoning district 100 feet?,id2,qid885
Is the minimum lot depth for a property in the FI3 zoning district 150 feet?,id2,qid886
Is the minimum front setback for a property in the FI3 zoning district 0 feet?,id2,qid887
Is the minimum side setback for a property in the FI3 zoning district 0 feet?,id2,qid888
Is the minimum rear setback for a property in the FI3 zoning district 0 feet?,id2,qid889
Is the maximum building height for a property in the FI3 zoning district 80 feet?,id2,qid890
Is the minimum lot size for a property in the A1 zoning district 20 acre?,id2,qid891
Is the maximum density for a property in the A1 zoning district 20 acres per dwelling unit?,id2,qid892
Is the minimum lot width for a property in the A1 zoning district 600 feet?,id2,qid893
Is the minimum lot depth for a property in the A1 zoning district 600 feet?,id2,qid894
Is the minimum front setback for a property in the A1 zoning district 30 feet?,id2,qid895
Is the minimum side setback for a property in the A1 zoning district 15 feet?,id2,qid896
Is the minimum rear setback for a property in the A1 zoning district 60 feet?,id2,qid897
Is the maximum building height for a property in the A1 zoning district 35 feet?,id2,qid898
Is the minimum lot size for a property in the A2 zoning district 10 acre?,id2,qid899
Is the maximum density for a property in the A2 zoning district 10 acres per dwelling unit?,id2,qid900
Is the minimum lot width for a property in the A2 zoning district 400 feet?,id2,qid901
Is the minimum lot depth for a property in the A2 zoning district 400 feet?,id2,qid902
Is the minimum front setback for a property in the A2 zoning district 30 feet?,id2,qid903
Is the minimum side setback for a property in the A2 zoning district 15 feet?,id2,qid904
Is the minimum rear setback for a property in the A2 zoning district 60 feet?,id2,qid905
Is the maximum building height for a property in the A2 zoning district 35 feet?,id2,qid906
Is the minimum lot size for a property in the A3 zoning district 5 acre?,id2,qid907
Is the maximum density for a property in the A3 zoning district 5 acres per dwelling unit?,id2,qid908
Is the minimum lot width for a property in the A3 zoning district 250 feet?,id2,qid909
Is the minimum lot depth for a property in the A3 zoning district 250 feet?,id2,qid910
Is the minimum front setback for a property in the A3 zoning district 30 feet?,id2,qid911
Is the minimum side setback for a property in the A3 zoning district 15 feet?,id2,qid912
Is the minimum rear setback for a property in the A3 zoning district 60 feet?,id2,qid913
Is the maximum building height for a property in the A3 zoning district 35 feet?,id2,qid914
Are regional recycling center permitted?,id2,qid915
Are regional recycling center allowed?,id2,qid916
Are public utility stations permitted?,id2,qid917
Are public utility stations allowed?,id2,qid918
Are liquid fertilizer manufacturing permitted?,id2,qid919
Are liquid fertilizer manufacturing allowed?,id2,qid920
Are group care facilities permitted?,id2,qid921
Are group care facilities allowed?,id2,qid922
Are paper manufacturing permitted?,id2,qid923
Are paper manufacturing allowed?,id2,qid924
Are mortuary and funeral homes permitted?,id2,qid925
Are mortuary and funeral homes allowed?,id2,qid926
Are product distribution centers permitted?,id2,qid927
Are product distribution centers allowed?,id2,qid928
Are commercial bakeries permitted?,id2,qid929
Are commercial bakeries allowed?,id2,qid930
Are amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses) permitted?,id2,qid931
Are amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses) allowed?,id2,qid932
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted?,id2,qid933
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed?,id2,qid934
Are dwellings permitted?,id2,qid935
Are dwellings allowed?,id2,qid936
Are storage yards permitted?,id2,qid937
Are storage yards allowed?,id2,qid938
Are maintenance/storage buildings permitted?,id2,qid939
Are maintenance/storage buildings allowed?,id2,qid940
Are dry cleaning plants permitted?,id2,qid941
Are dry cleaning plants allowed?,id2,qid942
Are auto-dismantling yards permitted?,id2,qid943
Are auto-dismantling yards allowed?,id2,qid944
Are automotive motor fuel dispensing facilities permitted?,id2,qid945
Are automotive motor fuel dispensing facilities allowed?,id2,qid946
Are commercial printing and publishing permitted?,id2,qid947
Are commercial printing and publishing allowed?,id2,qid948
Are publicly owned and operated parks permitted?,id2,qid949
Are publicly owned and operated parks allowed?,id2,qid950
Are taverns and cocktail lounges permitted?,id2,qid951
Are taverns and cocktail lounges allowed?,id2,qid952
Are manufacture and finishing permitted?,id2,qid953
