question,document_identifier,question_identifier
I would like to build single-family dwellings. Which zoning districts permits this use?,id8,qid128
Which zoning districts allow amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses)?,id8,qid129
Which zoning districts permit amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses)?,id8,qid130
I would like to build amusement centers (including bowling alleys golf driving ranges miniature golf courses ice rinks pool and billiard halls and similar recreational uses). Which zoning districts permits this use?,id8,qid131
Which zoning districts allow automotive sales?,id8,qid132
Which zoning districts permit automotive sales?,id8,qid133
I would like to build automotive sales. Which zoning districts permits this use?,id8,qid134
Which zoning districts allow dwellings?,id8,qid135
Which zoning districts permit dwellings?,id8,qid136
I would like to build dwellings. Which zoning districts permits this use?,id8,qid137
Which zoning districts allow light commercial (excluding wholesale sales)?,id8,qid138
Which zoning districts permit light commercial (excluding wholesale sales)?,id8,qid139
I would like to build light commercial (excluding wholesale sales). Which zoning districts permits this use?,id8,qid140
Which zoning districts allow agricultural Use?,id8,qid141
Which zoning districts permit agricultural Use?,id8,qid142
I would like to build agricultural Use. Which zoning districts permits this use?,id8,qid143
Which zoning districts allow community centers (including wholesale and retail sales)?,id8,qid144
Which zoning districts permit community centers (including wholesale and retail sales)?,id8,qid145
I would like to build community centers (including wholesale and retail sales). Which zoning districts permits this use?,id8,qid146
Which zoning districts allow physical fitness centers?,id8,qid147
Which zoning districts permit physical fitness centers?,id8,qid148
I would like to build physical fitness centers. Which zoning districts permits this use?,id8,qid149
Which zoning districts allow paper manufacturing?,id8,qid150
Which zoning districts permit paper manufacturing?,id8,qid151
I would like to build paper manufacturing. Which zoning districts permits this use?,id8,qid152
Which zoning districts allow liquid fertilizer manufacturing?,id8,qid153
Which zoning districts permit liquid fertilizer manufacturing?,id8,qid154
I would like to build liquid fertilizer manufacturing. Which zoning districts permits this use?,id8,qid155
Which zoning districts allow manufacture and finishing?,id8,qid156
Which zoning districts permit manufacture and finishing?,id8,qid157
I would like to build manufacture and finishing. Which zoning districts permits this use?,id8,qid158
Which zoning districts allow two-family dwellings?,id8,qid159
Which zoning districts permit two-family dwellings?,id8,qid160
I would like to build two-family dwellings. Which zoning districts permits this use?,id8,qid161
Which zoning districts allow convenience and neighborhood commercial centers (excluding wholesale sales)?,id8,qid162
Which zoning districts permit convenience and neighborhood commercial centers (excluding wholesale sales)?,id8,qid163
I would like to build convenience and neighborhood commercial centers (excluding wholesale sales). Which zoning districts permits this use?,id8,qid164
Which zoning districts allow carpet manufacturing?,id8,qid165
Which zoning districts permit carpet manufacturing?,id8,qid166
I would like to build carpet manufacturing. Which zoning districts permits this use?,id8,qid167
Which zoning districts allow product distribution centers?,id8,qid168
Which zoning districts permit product distribution centers?,id8,qid169
I would like to build product distribution centers. Which zoning districts permits this use?,id8,qid170
Which zoning districts allow public libraries?,id8,qid171
Which zoning districts permit public libraries?,id8,qid172
I would like to build public libraries. Which zoning districts permits this use?,id8,qid173
Which zoning districts allow multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences?,id8,qid174
Which zoning districts permit multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences?,id8,qid175
I would like to build multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences. Which zoning districts permits this use?,id8,qid176
Which zoning districts allow auto-dismantling yards?,id8,qid177
Which zoning districts permit auto-dismantling yards?,id8,qid178
I would like to build auto-dismantling yards. Which zoning districts permits this use?,id8,qid179
Which zoning districts allow woodworking shops?,id8,qid180
Which zoning districts permit woodworking shops?,id8,qid181
I would like to build woodworking shops. Which zoning districts permits this use?,id8,qid182
Which zoning districts allow publicly owned and operated parks?,id8,qid183
Which zoning districts permit publicly owned and operated parks?,id8,qid184
I would like to build publicly owned and operated parks. Which zoning districts permits this use?,id8,qid185
Which zoning districts allow indoor swap meets?,id8,qid186
Which zoning districts permit indoor swap meets?,id8,qid187
I would like to build indoor swap meets. Which zoning districts permits this use?,id8,qid188
Which zoning districts allow major automotive repair?,id8,qid189
Which zoning districts permit major automotive repair?,id8,qid190
I would like to build major automotive repair. Which zoning districts permits this use?,id8,qid191
Which zoning districts allow indoor theaters?,id8,qid192
Which zoning districts permit indoor theaters?,id8,qid193
I would like to build indoor theaters. Which zoning districts permits this use?,id8,qid194
Which zoning districts allow swimming pools and playgrounds?,id8,qid195
Which zoning districts permit swimming pools and playgrounds?,id8,qid196
I would like to build swimming pools and playgrounds. Which zoning districts permits this use?,id8,qid197
Which zoning districts allow hotels and motels (excluding other residential occupancies)?,id8,qid198
Which zoning districts permit hotels and motels (excluding other residential occupancies)?,id8,qid199
I would like to build hotels and motels (excluding other residential occupancies). Which zoning districts permits this use?,id8,qid200
Which zoning districts allow Minor automotive repair?,id8,qid201
Which zoning districts permit Minor automotive repair?,id8,qid202
I would like to build Minor automotive repair. Which zoning districts permits this use?,id8,qid203
Which zoning districts allow mortuary and funeral homes?,id8,qid204
Which zoning districts permit mortuary and funeral homes?,id8,qid205
I would like to build mortuary and funeral homes. Which zoning districts permits this use?,id8,qid206
Which zoning districts allow regional commercial centers (including wholesale and retail sales)?,id8,qid207
Which zoning districts permit regional commercial centers (including wholesale and retail sales)?,id8,qid208
I would like to build regional commercial centers (including wholesale and retail sales). Which zoning districts permits this use?,id8,qid209
Which zoning districts allow warehouses?,id8,qid210
Which zoning districts permit warehouses?,id8,qid211
I would like to build warehouses. Which zoning districts permits this use?,id8,qid212
Which zoning districts allow machine shops?,id8,qid213
Which zoning districts permit machine shops?,id8,qid214
I would like to build machine shops. Which zoning districts permits this use?,id8,qid215
Which zoning districts allow group care facilities?,id8,qid216
Which zoning districts permit group care facilities?,id8,qid217
I would like to build group care facilities. Which zoning districts permits this use?,id8,qid218
Which zoning districts allow building material supply sales (wholesale and retail)?,id8,qid219
Which zoning districts permit building material supply sales (wholesale and retail)?,id8,qid220
I would like to build building material supply sales (wholesale and retail). Which zoning districts permits this use?,id8,qid221
Which zoning districts allow buildings accessory to the permitted used (including private garages and accessory living quarters)?,id8,qid222
Which zoning districts permit buildings accessory to the permitted used (including private garages and accessory living quarters)?,id8,qid223
I would like to build buildings accessory to the permitted used (including private garages and accessory living quarters). Which zoning districts permits this use?,id8,qid224
Which zoning districts allow commercial bakeries?,id8,qid225
Which zoning districts permit commercial bakeries?,id8,qid226
I would like to build commercial bakeries. Which zoning districts permits this use?,id8,qid227
Which zoning districts allow regional recycling center?,id8,qid228
Which zoning districts permit regional recycling center?,id8,qid229
I would like to build regional recycling center. Which zoning districts permits this use?,id8,qid230
Which zoning districts allow minor automotive repair?,id8,qid231
Which zoning districts permit minor automotive repair?,id8,qid232
I would like to build minor automotive repair. Which zoning districts permits this use?,id8,qid233
Which zoning districts allow maintenance/storage buildings?,id8,qid234
Which zoning districts permit maintenance/storage buildings?,id8,qid235
I would like to build maintenance/storage buildings. Which zoning districts permits this use?,id8,qid236
Are single-family dwellings allowed in a R1 zoning district?,id8,qid237
Are single-family dwellings permitted in a R1 zoning district?,id8,qid238
Are single-family dwellings allowed in a R2 zoning district?,id8,qid239
Are single-family dwellings permitted in a R2 zoning district?,id8,qid240
Are single-family dwellings allowed in a R3 zoning district?,id8,qid241
Are single-family dwellings permitted in a R3 zoning district?,id8,qid242
Are publicly owned and operated parks allowed in a R1 zoning district?,id8,qid243
Are publicly owned and operated parks permitted in a R1 zoning district?,id8,qid244
Are publicly owned and operated parks allowed in a R2 zoning district?,id8,qid245
Are publicly owned and operated parks permitted in a R2 zoning district?,id8,qid246
Are publicly owned and operated parks allowed in a R3 zoning district?,id8,qid247
Are publicly owned and operated parks permitted in a R3 zoning district?,id8,qid248
Are recreation centers allowed in a R1 zoning district?,id8,qid249
Are recreation centers permitted in a R1 zoning district?,id8,qid250
Are recreation centers allowed in a R2 zoning district?,id8,qid251
Are recreation centers permitted in a R2 zoning district?,id8,qid252
Are recreation centers allowed in a R3 zoning district?,id8,qid253
Are recreation centers permitted in a R3 zoning district?,id8,qid254
Are swimming pools and playgrounds allowed in a R1 zoning district?,id8,qid255
Are swimming pools and playgrounds permitted in a R1 zoning district?,id8,qid256
Are swimming pools and playgrounds allowed in a R2 zoning district?,id8,qid257
Are swimming pools and playgrounds permitted in a R2 zoning district?,id8,qid258
Are swimming pools and playgrounds allowed in a R3 zoning district?,id8,qid259
Are swimming pools and playgrounds permitted in a R3 zoning district?,id8,qid260
Are police and fire department stations allowed in a R1 zoning district?,id8,qid261
Are police and fire department stations permitted in a R1 zoning district?,id8,qid262
Are police and fire department stations allowed in a R2 zoning district?,id8,qid263
Are police and fire department stations permitted in a R2 zoning district?,id8,qid264
Are police and fire department stations allowed in a R3 zoning district?,id8,qid265
Are police and fire department stations permitted in a R3 zoning district?,id8,qid266
Are police and fire department stations allowed in a C1 zoning district?,id8,qid267
Are police and fire department stations permitted in a C1 zoning district?,id8,qid268
Are police and fire department stations allowed in a C2 zoning district?,id8,qid269
Are police and fire department stations permitted in a C2 zoning district?,id8,qid270
Are police and fire department stations allowed in a C3 zoning district?,id8,qid271
Are police and fire department stations permitted in a C3 zoning district?,id8,qid272
Are police and fire department stations allowed in a C4 zoning district?,id8,qid273
Are police and fire department stations permitted in a C4 zoning district?,id8,qid274
Are public and governmental services allowed in a R1 zoning district?,id8,qid275
Are public and governmental services permitted in a R1 zoning district?,id8,qid276
Are public and governmental services allowed in a R2 zoning district?,id8,qid277
Are public and governmental services permitted in a R2 zoning district?,id8,qid278
Are public and governmental services allowed in a R3 zoning district?,id8,qid279
Are public and governmental services permitted in a R3 zoning district?,id8,qid280
Are public and governmental services allowed in a C1 zoning district?,id8,qid281
Are public and governmental services permitted in a C1 zoning district?,id8,qid282
Are public and governmental services allowed in a C2 zoning district?,id8,qid283
Are public and governmental services permitted in a C2 zoning district?,id8,qid284
Are public and governmental services allowed in a C3 zoning district?,id8,qid285
Are public and governmental services permitted in a C3 zoning district?,id8,qid286
Are public and governmental services allowed in a C4 zoning district?,id8,qid287
Are public and governmental services permitted in a C4 zoning district?,id8,qid288
Are public and governmental services allowed in a FI1 zoning district?,id8,qid289
Are public and governmental services permitted in a FI1 zoning district?,id8,qid290
Are public and governmental services allowed in a FI2 zoning district?,id8,qid291
Are public and governmental services permitted in a FI2 zoning district?,id8,qid292
Are public and governmental services allowed in a FI3 zoning district?,id8,qid293
Are public and governmental services permitted in a FI3 zoning district?,id8,qid294
Are public libraries allowed in a R1 zoning district?,id8,qid295
Are public libraries permitted in a R1 zoning district?,id8,qid296
Are public libraries allowed in a R2 zoning district?,id8,qid297
Are public libraries permitted in a R2 zoning district?,id8,qid298
Are public libraries allowed in a R3 zoning district?,id8,qid299
Are public libraries permitted in a R3 zoning district?,id8,qid300
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R1 zoning district?,id8,qid301
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R1 zoning district?,id8,qid302
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R2 zoning district?,id8,qid303
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R2 zoning district?,id8,qid304
Are schools and colleges (excluding colleges or trade schools operated for profit) allowed in a R3 zoning district?,id8,qid305
Are schools and colleges (excluding colleges or trade schools operated for profit) permitted in a R3 zoning district?,id8,qid306
Are public parking lots allowed in a R1 zoning district?,id8,qid307
Are public parking lots permitted in a R1 zoning district?,id8,qid308
Are public parking lots allowed in a R2 zoning district?,id8,qid309
Are public parking lots permitted in a R2 zoning district?,id8,qid310
Are public parking lots allowed in a R3 zoning district?,id8,qid311
Are public parking lots permitted in a R3 zoning district?,id8,qid312
Are private garages allowed in a R1 zoning district?,id8,qid313
Are private garages permitted in a R1 zoning district?,id8,qid314
Are private garages allowed in a R2 zoning district?,id8,qid315
Are private garages permitted in a R2 zoning district?,id8,qid316
Are private garages allowed in a R3 zoning district?,id8,qid317
Are private garages permitted in a R3 zoning district?,id8,qid318
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R1 zoning district?,id8,qid319
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R1 zoning district?,id8,qid320
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R2 zoning district?,id8,qid321
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R2 zoning district?,id8,qid322
Are buildings accessory to the permitted used (including private garages and accessory living quarters) allowed in a R3 zoning district?,id8,qid323
Are buildings accessory to the permitted used (including private garages and accessory living quarters) permitted in a R3 zoning district?,id8,qid324
Are temporary buildings allowed in a R1 zoning district?,id8,qid325
Are temporary buildings permitted in a R1 zoning district?,id8,qid326
Are temporary buildings allowed in a R2 zoning district?,id8,qid327
Are temporary buildings permitted in a R2 zoning district?,id8,qid328
Are temporary buildings allowed in a R3 zoning district?,id8,qid329
Are temporary buildings permitted in a R3 zoning district?,id8,qid330
Are two-family dwellings allowed in a R2 zoning district?,id8,qid331
Are two-family dwellings permitted in a R2 zoning district?,id8,qid332
Are two-family dwellings allowed in a R3 zoning district?,id8,qid333
Are two-family dwellings permitted in a R3 zoning district?,id8,qid334
Are multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences allowed in a R3 zoning district?,id8,qid335
Are multiple family dwellings such as apartment houses boarding houses condominiums and congregate residences permitted in a R3 zoning district?,id8,qid336
Are open space allowed in a A1 zoning district?,id8,qid337
Are open space permitted in a A1 zoning district?,id8,qid338
Are agricultural Use allowed in a A2 zoning district?,id8,qid339
Are agricultural Use permitted in a A2 zoning district?,id8,qid340
Are dwellings allowed in a A2 zoning district?,id8,qid341
Are dwellings permitted in a A2 zoning district?,id8,qid342
Are maintenance/storage buildings allowed in a A2 zoning district?,id8,qid343
Are maintenance/storage buildings permitted in a A2 zoning district?,id8,qid344
Are minor automotive repair allowed in a C1 zoning district?,id8,qid345
Are minor automotive repair permitted in a C1 zoning district?,id8,qid346
Are minor automotive repair allowed in a C3 zoning district?,id8,qid347
Are minor automotive repair permitted in a C3 zoning district?,id8,qid348
Are minor automotive repair allowed in a C4 zoning district?,id8,qid349
Are minor automotive repair permitted in a C4 zoning district?,id8,qid350
Are automotive motor fuel dispensing facilities allowed in a C1 zoning district?,id8,qid351
Are automotive motor fuel dispensing facilities permitted in a C1 zoning district?,id8,qid352
Are automotive motor fuel dispensing facilities allowed in a C2 zoning district?,id8,qid353
Are automotive motor fuel dispensing facilities permitted in a C2 zoning district?,id8,qid354
Are automotive motor fuel dispensing facilities allowed in a C3 zoning district?,id8,qid355
Are automotive motor fuel dispensing facilities permitted in a C3 zoning district?,id8,qid356
Are automotive motor fuel dispensing facilities allowed in a C4 zoning district?,id8,qid357
Are automotive motor fuel dispensing facilities permitted in a C4 zoning district?,id8,qid358
Are automotive self-service motor fuel dispensing facilities allowed in a C1 zoning district?,id8,qid359
Are automotive self-service motor fuel dispensing facilities permitted in a C1 zoning district?,id8,qid360
Are automotive self-service motor fuel dispensing facilities allowed in a C2 zoning district?,id8,qid361
Are automotive self-service motor fuel dispensing facilities permitted in a C2 zoning district?,id8,qid362
Are automotive self-service motor fuel dispensing facilities allowed in a C3 zoning district?,id8,qid363
Are automotive self-service motor fuel dispensing facilities permitted in a C3 zoning district?,id8,qid364
Are automotive self-service motor fuel dispensing facilities allowed in a C4 zoning district?,id8,qid365
Are automotive self-service motor fuel dispensing facilities permitted in a C4 zoning district?,id8,qid366
Are business services allowed in a C1 zoning district?,id8,qid367
Are business services permitted in a C1 zoning district?,id8,qid368
Are business services allowed in a C2 zoning district?,id8,qid369
Are business services permitted in a C2 zoning district?,id8,qid370
Are business services allowed in a C3 zoning district?,id8,qid371
Are business services permitted in a C3 zoning district?,id8,qid372
Are business services allowed in a C4 zoning district?,id8,qid373
Are business services permitted in a C4 zoning district?,id8,qid374
Are financial services allowed in a C1 zoning district?,id8,qid375
Are financial services permitted in a C1 zoning district?,id8,qid376
Are financial services allowed in a C2 zoning district?,id8,qid377
Are financial services permitted in a C2 zoning district?,id8,qid378
Are financial services allowed in a C3 zoning district?,id8,qid379
Are financial services permitted in a C3 zoning district?,id8,qid380
Are financial services allowed in a C4 zoning district?,id8,qid381
Are financial services permitted in a C4 zoning district?,id8,qid382
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C1 zoning district?,id8,qid383
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C1 zoning district?,id8,qid384
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C2 zoning district?,id8,qid385
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C2 zoning district?,id8,qid386
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C3 zoning district?,id8,qid387
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C3 zoning district?,id8,qid388
Are convenience and neighborhood commercial centers (excluding wholesale sales) allowed in a C4 zoning district?,id8,qid389
Are convenience and neighborhood commercial centers (excluding wholesale sales) permitted in a C4 zoning district?,id8,qid390
Are family and group day care facilities allowed in a C1 zoning district?,id8,qid391
Are family and group day care facilities permitted in a C1 zoning district?,id8,qid392
Are family and group day care facilities allowed in a C2 zoning district?,id8,qid393
Are family and group day care facilities permitted in a C2 zoning district?,id8,qid394
Are family and group day care facilities allowed in a C3 zoning district?,id8,qid395
Are family and group day care facilities permitted in a C3 zoning district?,id8,qid396
Are family and group day care facilities allowed in a C4 zoning district?,id8,qid397
Are family and group day care facilities permitted in a C4 zoning district?,id8,qid398
Are libraries allowed in a C1 zoning district?,id8,qid399
Are libraries permitted in a C1 zoning district?,id8,qid400
Are libraries allowed in a C2 zoning district?,id8,qid401
Are libraries permitted in a C2 zoning district?,id8,qid402
Are libraries allowed in a C3 zoning district?,id8,qid403
Are libraries permitted in a C3 zoning district?,id8,qid404
Are libraries allowed in a C4 zoning district?,id8,qid405
Are libraries permitted in a C4 zoning district?,id8,qid406
Are mortuary and funeral homes allowed in a C1 zoning district?,id8,qid407
Are mortuary and funeral homes permitted in a C1 zoning district?,id8,qid408
Are mortuary and funeral homes allowed in a C2 zoning district?,id8,qid409
Are mortuary and funeral homes permitted in a C2 zoning district?,id8,qid410
Are mortuary and funeral homes allowed in a C3 zoning district?,id8,qid411
Are mortuary and funeral homes permitted in a C3 zoning district?,id8,qid412
Are mortuary and funeral homes allowed in a C4 zoning district?,id8,qid413
Are mortuary and funeral homes permitted in a C4 zoning district?,id8,qid414
Are places of religious worship allowed in a C1 zoning district?,id8,qid415
Are places of religious worship permitted in a C1 zoning district?,id8,qid416
Are places of religious worship allowed in a C2 zoning district?,id8,qid417
Are places of religious worship permitted in a C2 zoning district?,id8,qid418
Are places of religious worship allowed in a C3 zoning district?,id8,qid419
Are places of religious worship permitted in a C3 zoning district?,id8,qid420
Are places of religious worship allowed in a C4 zoning district?,id8,qid421
Are places of religious worship permitted in a C4 zoning district?,id8,qid422
Are places of religious worship allowed in a FI1 zoning district?,id8,qid423
Are places of religious worship permitted in a FI1 zoning district?,id8,qid424
Are places of religious worship allowed in a FI2 zoning district?,id8,qid425
Are places of religious worship permitted in a FI2 zoning district?,id8,qid426
Are places of religious worship allowed in a FI3 zoning district?,id8,qid427
Are places of religious worship permitted in a FI3 zoning district?,id8,qid428
Are public utility stations allowed in a C1 zoning district?,id8,qid429
Are public utility stations permitted in a C1 zoning district?,id8,qid430
Are public utility stations allowed in a C2 zoning district?,id8,qid431
Are public utility stations permitted in a C2 zoning district?,id8,qid432
Are public utility stations allowed in a C3 zoning district?,id8,qid433
Are public utility stations permitted in a C3 zoning district?,id8,qid434
Are public utility stations allowed in a C4 zoning district?,id8,qid435
Are public utility stations permitted in a C4 zoning district?,id8,qid436
Are restaurants allowed in a C1 zoning district?,id8,qid437
Are restaurants permitted in a C1 zoning district?,id8,qid438
Are restaurants allowed in a C2 zoning district?,id8,qid439
Are restaurants permitted in a C2 zoning district?,id8,qid440
Are restaurants allowed in a C3 zoning district?,id8,qid441
Are restaurants permitted in a C3 zoning district?,id8,qid442
Are restaurants allowed in a C4 zoning district?,id8,qid443
Are restaurants permitted in a C4 zoning district?,id8,qid444
Are light commercial (excluding wholesale sales) allowed in a C2 zoning district?,id8,qid445
Are light commercial (excluding wholesale sales) permitted in a C2 zoning district?,id8,qid446
Are light commercial (excluding wholesale sales) allowed in a C3 zoning district?,id8,qid447
Are light commercial (excluding wholesale sales) permitted in a C3 zoning district?,id8,qid448
Are light commercial (excluding wholesale sales) allowed in a C4 zoning district?,id8,qid449
